task id resource start end time downloaded executed uploaded type
mProjectPP 3 256 0 5285 5285 401 4280 604 256
mProjectPP 2 256 110 6208 6098 957 4441 700 256
mProjectPP 7 256 806 7132 6326 1069 4463 794 256
mProjectPP 5 256 763 7140 6377 1070 4479 828 256
mProjectPP 6 256 782 7170 6388 1040 4499 849 256
mProjectPP 8 256 764 7151 6387 1082 4421 884 256
mProjectPP 9 256 930 7285 6355 1047 4443 865 256
mProjectPP 1 256 772 7323 6551 1127 4622 802 256
mProjectPP 4 256 751 7297 6546 1026 4722 798 256
mProjectPP 10 256 1807 8146 6339 1032 4481 826 256
mDiffFit 11 256 8268 11005 2737 1671 683 383 256
mDiffFit 17 256 8256 11542 3286 2322 660 304 256
mDiffFit 22 256 8307 11582 3275 2521 480 274 256
mDiffFit 14 256 8238 11597 3359 2424 657 278 256
mDiffFit 12 256 8270 11632 3362 2332 739 291 256
mDiffFit 23 256 8251 11615 3364 2351 680 333 256
mDiffFit 15 256 8279 11635 3356 2512 544 300 256
mDiffFit 24 256 8202 11660 3458 2236 899 323 256
mDiffFit 18 256 8304 11846 3542 2292 860 390 256
mDiffFit 21 256 8225 11824 3599 2541 701 357 256
mDiffFit 13 256 8707 13599 4892 3629 862 401 256
mDiffFit 20 256 8915 13787 4872 3602 881 389 256
mDiffFit 25 256 8992 13746 4754 3789 658 307 256
mDiffFit 19 256 9054 13944 4890 3729 719 442 256
mDiffFit 27 256 9141 13988 4847 3817 703 327 256
mDiffFit 26 256 9094 14060 4966 3857 755 354 256
mDiffFit 16 256 9093 14403 5310 3683 937 690 256
mConcatFit 28 256 14533 16452 1919 720 1022 177 256
mBgModel 29 256 16622 30174 13552 148 13243 161 256
mBackground 38 256 30357 32022 1665 638 401 626 256
mBackground 37 256 30297 31972 1675 580 400 695 256
mBackground 30 256 30359 32263 1904 713 404 787 256
mBackground 35 256 30327 32259 1932 939 400 593 256
mBackground 33 256 30380 32330 1950 780 580 590 256
mBackground 32 256 30311 32296 1985 844 403 738 256
mBackground 39 256 30472 32511 2039 885 401 753 256
mBackground 36 256 30501 32580 2079 858 524 697 256
mBackground 31 256 30380 32680 2300 918 401 981 256
mBackground 34 256 30526 32937 2411 999 562 850 256
mImgtbl 40 256 33206 36929 3723 3160 241 322 256
mAdd 41 256 44386 54411 10025 7860 1240 925 256
mShrink 42 256 54766 56863 2097 721 599 777 256
mJPEG 43 256 57127 61347 4220 559 1680 1981 256
mProjectPP 10 256 90 5258 5168 340 4199 629 256
mProjectPP 1 256 0 5331 5331 399 4362 570 256
mProjectPP 2 256 156 5704 5548 477 4301 770 256
mProjectPP 7 256 174 5705 5531 476 4361 694 256
mProjectPP 6 256 374 5967 5593 377 4503 713 256
mProjectPP 8 256 212 5883 5671 377 4563 731 256
mProjectPP 3 256 236 5922 5686 418 4523 745 256
mProjectPP 5 256 235 5954 5719 497 4520 702 256
mProjectPP 9 256 289 6009 5720 477 4501 742 256
mProjectPP 4 256 163 6046 5883 437 4560 886 256
mDiffFit 16 256 6235 8576 2341 1260 739 342 256
mDiffFit 22 256 6223 8752 2529 1758 500 271 256
mDiffFit 23 256 5957 8860 2903 2237 343 323 256
mDiffFit 25 256 6193 8891 2698 2076 324 298 256
mDiffFit 17 256 6385 8925 2540 1900 340 300 256
mDiffFit 26 256 5923 8920 2997 1926 702 369 256
mDiffFit 12 256 6291 9085 2794 2082 342 370 256
mDiffFit 15 256 6133 8996 2863 2029 521 313 256
mDiffFit 14 256 6112 8983 2871 2260 302 309 256
mDiffFit 11 256 5982 9133 3151 2091 662 398 256
mDiffFit 18 256 6200 9195 2995 1966 681 348 256
mDiffFit 27 256 6417 9272 2855 2178 381 296 256
mDiffFit 19 256 6442 9385 2943 2261 360 322 256
mDiffFit 21 256 6197 9418 3221 2336 540 345 256
mDiffFit 13 256 6358 9542 3184 2257 522 405 256
mDiffFit 24 256 6413 9668 3255 2180 701 374 256
mDiffFit 20 256 6471 9740 3269 2221 682 366 256
mConcatFit 28 256 10006 11971 1965 825 982 158 256
mBgModel 29 256 12085 25311 13226 129 12937 160 256
mBackground 35 256 25653 27179 1526 580 301 645 256
mBackground 38 256 25610 27220 1610 690 283 637 256
mBackground 39 256 25554 27238 1684 657 363 664 256
mBackground 33 256 25648 27311 1663 698 321 644 256
mBackground 30 256 25603 27287 1684 650 401 633 256
mBackground 36 256 25554 27458 1904 717 480 707 256
mBackground 31 256 25759 27539 1780 716 401 663 256
mBackground 34 256 25621 27563 1942 820 561 561 256
mBackground 37 256 25653 27639 1986 979 340 667 256
mBackground 32 256 25754 27695 1941 879 402 660 256
mImgtbl 40 256 27847 30912 3065 2647 259 159 256
mAdd 41 256 46617 57131 10514 8298 1240 976 256
mShrink 42 256 57515 59387 1872 638 581 653 256
mJPEG 43 256 59613 62187 2574 560 1761 253 256
mProjectPP 6 256 59 5293 5234 366 4301 567 256
mProjectPP 9 256 56 5305 5249 389 4244 616 256
mProjectPP 7 256 40 5295 5255 459 4220 576 256
mProjectPP 10 256 79 5334 5255 358 4263 634 256
mProjectPP 5 256 46 5327 5281 409 4263 609 256
mProjectPP 8 256 77 5370 5293 380 4240 673 256
mProjectPP 4 256 93 5416 5323 397 4301 625 256
mProjectPP 2 256 83 5425 5342 413 4301 628 256
mProjectPP 1 256 55 5490 5435 442 4402 591 256
mProjectPP 3 256 0 5562 5562 434 4221 907 256
mDiffFit 14 256 5878 7694 1816 1201 321 294 256
mDiffFit 25 256 5554 7895 2341 1523 520 298 256
mDiffFit 22 256 5571 7932 2361 1729 340 292 256
mDiffFit 15 256 5734 8188 2454 1721 381 352 256
mDiffFit 13 256 5581 8062 2481 1453 561 467 256
mDiffFit 27 256 5546 8267 2721 1794 523 404 256
mDiffFit 26 256 5533 8298 2765 1525 862 378 256
mDiffFit 11 256 5581 8279 2698 1834 539 325 256
mDiffFit 21 256 5567 8373 2806 1786 680 340 256
mDiffFit 18 256 5878 8339 2461 1363 539 559 256
mDiffFit 20 256 5589 8349 2760 1695 684 381 256
mDiffFit 24 256 5500 8446 2946 1876 722 348 256
mDiffFit 23 256 5532 8519 2987 2266 380 341 256
mDiffFit 12 256 5913 8605 2692 2016 382 294 256
mDiffFit 16 256 5984 8616 2632 1744 540 348 256
mDiffFit 19 256 5578 8947 3369 2548 343 478 256
mDiffFit 17 256 6034 9175 3141 2361 481 299 256
mConcatFit 28 256 9312 11167 1855 663 1002 190 256
mBgModel 29 256 11486 24725 13239 123 12964 152 256
mBackground 34 256 25048 26583 1535 605 300 630 256
mBackground 33 256 25137 26606 1469 599 320 550 256
mBackground 37 256 25105 26599 1494 593 320 581 256
mBackground 38 256 25141 26766 1625 669 321 635 256
mBackground 36 256 25055 26726 1671 619 341 711 256
mBackground 30 256 25077 26830 1753 568 463 722 256
mBackground 31 256 25070 26845 1775 579 460 736 256
mBackground 32 256 25044 26846 1802 639 441 722 256
mBackground 39 256 25099 26953 1854 585 320 949 256
mBackground 35 256 25235 27080 1845 760 320 765 256
mImgtbl 40 256 27332 31378 4046 3423 441 182 256
mAdd 41 256 37616 47782 10166 8165 1075 926 256
mShrink 42 256 48097 49995 1898 538 721 639 256
mJPEG 43 256 50315 52726 2411 540 1661 210 256
mProjectPP 7 256 89 5332 5243 400 4201 642 256
mProjectPP 2 256 89 5364 5275 377 4221 677 256
mProjectPP 4 256 51 5371 5320 350 4221 749 256
mProjectPP 6 256 35 5373 5338 410 4320 608 256
mProjectPP 8 256 0 5345 5345 360 4299 686 256
mProjectPP 9 256 57 5556 5499 377 4280 842 256
mProjectPP 5 256 92 5584 5492 480 4280 732 256
mProjectPP 3 256 11 5544 5533 441 4239 853 256
mProjectPP 1 256 1 5675 5674 390 4542 742 256
mProjectPP 10 256 20 5748 5728 340 4282 1106 256
mDiffFit 22 256 5897 7938 2041 1391 340 310 256
mDiffFit 27 256 5995 7940 1945 1258 363 324 256
mDiffFit 23 256 5723 7924 2201 1368 522 311 256
mDiffFit 13 256 5898 8068 2170 1318 541 311 256
mDiffFit 25 256 5786 8079 2293 1677 320 296 256
mDiffFit 19 256 5867 8308 2441 1604 500 337 256
mDiffFit 18 256 5868 8291 2423 1561 522 340 256
mDiffFit 16 256 5824 8375 2551 1443 721 387 256
mDiffFit 14 256 5843 8470 2627 1838 383 406 256
mDiffFit 20 256 5767 8516 2749 1793 542 414 256
mDiffFit 11 256 6091 8709 2618 1403 699 516 256
mDiffFit 12 256 6074 8604 2530 1799 364 367 256
mDiffFit 21 256 5823 8603 2780 1914 557 309 256
mDiffFit 15 256 5731 8641 2910 1860 721 329 256
mDiffFit 26 256 5940 8642 2702 1654 721 327 256
mDiffFit 24 256 5833 8771 2938 1820 741 377 256
mDiffFit 17 256 6095 9130 3035 2220 519 296 256
mConcatFit 28 256 9391 11289 1898 702 1041 155 256
mBgModel 29 256 11601 24950 13349 138 13037 174 256
mBackground 36 256 25453 26870 1417 538 301 578 256
mBackground 31 256 25332 26836 1504 580 301 623 256
mBackground 30 256 25264 26834 1570 569 401 600 256
mBackground 33 256 25272 26885 1613 601 401 611 256
mBackground 39 256 25325 26900 1575 600 284 691 256
mBackground 34 256 25322 26927 1605 561 318 726 256
mBackground 32 256 25334 27124 1790 580 461 749 256
mBackground 37 256 25312 27266 1954 722 519 713 256
mBackground 38 256 25342 27339 1997 758 463 776 256
mBackground 35 256 25451 27553 2102 800 561 741 256
mImgtbl 40 256 27880 31185 3305 2714 437 154 256
mAdd 41 256 37994 49954 11960 9858 1219 883 256
mShrink 42 256 50294 52123 1829 577 582 670 256
mJPEG 43 256 52278 55167 2889 954 1699 236 256
mProjectPP 4 256 32 5229 5197 341 4223 633 256
mProjectPP 10 256 48 5299 5251 401 4223 627 256
mProjectPP 5 256 200 5466 5266 359 4242 665 256
mProjectPP 6 256 0 5359 5359 360 4402 597 256
mProjectPP 7 256 22 5357 5335 459 4224 652 256
mProjectPP 1 256 89 5416 5327 352 4281 694 256
mProjectPP 9 256 50 5408 5358 311 4260 787 256
mProjectPP 3 256 48 5424 5376 420 4161 795 256
mProjectPP 2 256 62 5468 5406 360 4282 764 256
mProjectPP 8 256 183 5547 5364 398 4301 665 256
mDiffFit 15 256 5660 7627 1967 1278 344 345 256
mDiffFit 12 256 5646 7693 2047 1338 378 331 256
mDiffFit 19 256 5662 7895 2233 1368 378 487 256
mDiffFit 13 256 5678 7926 2248 1316 583 349 256
mDiffFit 23 256 5692 7975 2283 1578 362 343 256
mDiffFit 11 256 5687 7983 2296 1438 520 338 256
mDiffFit 21 256 5646 8035 2389 1516 523 350 256
mDiffFit 14 256 5731 8098 2367 1732 321 314 256
mDiffFit 22 256 5694 8111 2417 1787 339 291 256
mDiffFit 25 256 5698 8046 2348 1699 344 305 256
mDiffFit 16 256 5823 8289 2466 1456 720 290 256
mDiffFit 18 256 5795 8215 2420 1480 543 397 256
mDiffFit 27 256 5646 8136 2490 1782 363 345 256
mDiffFit 20 256 5671 8289 2618 1751 522 345 256
mDiffFit 26 256 5637 8731 3094 2004 544 546 256
mDiffFit 17 256 5839 8736 2897 1920 662 315 256
mDiffFit 24 256 5880 8894 3014 1940 718 356 256
mConcatFit 28 256 9020 10970 1950 717 1060 173 256
mBgModel 29 256 11252 24528 13276 101 13024 151 256
mBackground 37 256 24883 26353 1470 536 322 612 256
mBackground 34 256 24743 26245 1502 538 340 624 256
mBackground 32 256 24691 26197 1506 556 341 609 256
mBackground 35 256 24719 26311 1592 638 301 653 256
mBackground 39 256 24782 26415 1633 559 310 764 256
mBackground 30 256 24739 26403 1664 620 402 642 256
mBackground 31 256 24747 26463 1716 794 322 600 256
mBackground 38 256 24785 26501 1716 569 324 823 256
mBackground 36 256 24801 26645 1844 699 303 842 256
mBackground 33 256 24688 26794 2106 1209 301 596 256
mImgtbl 40 256 26964 30710 3746 3153 421 172 256
mAdd 41 256 36697 47120 10423 8442 1020 961 256
mShrink 42 256 47479 49348 1869 678 580 611 256
mJPEG 43 256 49497 52033 2536 620 1680 236 256
mProjectPP 6 512 0 2875 2875 278 2082 515 512
mProjectPP 5 512 34 3041 3007 382 2078 547 512
mProjectPP 3 512 499 3863 3364 588 2183 593 512
mProjectPP 7 512 520 3921 3401 639 2142 620 512
mProjectPP 9 512 966 4359 3393 624 2199 570 512
mProjectPP 2 512 1010 4420 3410 606 2200 604 512
mProjectPP 1 512 1019 4433 3414 621 2217 576 512
mProjectPP 10 512 1029 4479 3450 665 2185 600 512
mDiffFit 21 512 3189 4539 1350 705 346 299 512
mProjectPP 8 512 1139 4556 3417 604 2203 610 512
mProjectPP 4 512 1035 4763 3728 642 2341 745 512
mDiffFit 23 512 4044 5276 1232 756 182 294 512
mDiffFit 17 512 4014 5771 1757 1263 244 250 512
mDiffFit 22 512 4074 5965 1891 1333 281 277 512
mDiffFit 13 512 4755 6079 1324 659 346 319 512
mDiffFit 12 512 4728 6573 1845 1270 262 313 512
mDiffFit 14 512 4772 6576 1804 1168 357 279 512
mDiffFit 25 512 4771 6621 1850 1357 247 246 512
mDiffFit 27 512 4733 6653 1920 1342 268 310 512
mDiffFit 24 512 4737 6722 1985 1309 364 312 512
mDiffFit 11 512 4749 6751 2002 1344 347 311 512
mDiffFit 15 512 5658 8044 2386 1748 341 297 512
mDiffFit 20 512 5703 8209 2506 1739 363 404 512
mDiffFit 26 512 5653 8275 2622 1875 441 306 512
mDiffFit 16 512 5764 8286 2522 1783 440 299 512
mDiffFit 19 512 5717 8316 2599 1939 247 413 512
mDiffFit 18 512 5527 8375 2848 2101 420 327 512
mConcatFit 28 512 8505 9547 1042 387 478 177 512
mBgModel 29 512 9829 16514 6685 121 6423 141 512
mBackground 37 512 16774 18009 1235 520 201 514 512
mBackground 34 512 16896 18029 1133 476 203 454 512
mBackground 31 512 16749 18040 1291 519 202 570 512
mBackground 38 512 16814 18095 1281 551 200 530 512
mBackground 30 512 16870 18123 1253 538 200 515 512
mBackground 32 512 16782 18092 1310 566 198 546 512
mBackground 39 512 16928 18153 1225 500 202 523 512
mBackground 36 512 16903 18184 1281 460 200 621 512
mBackground 33 512 16903 18205 1302 557 181 564 512
mBackground 35 512 16879 18214 1335 535 202 598 512
mImgtbl 40 512 31230 33100 1870 1504 221 145 512
mAdd 41 512 33235 37116 3881 2639 501 741 512
mShrink 42 512 37476 38660 1184 422 278 484 512
mJPEG 43 512 38880 40341 1461 462 814 185 512
mProjectPP 1 512 70 2972 2902 281 2082 539 512
mProjectPP 8 512 0 2974 2974 336 2100 538 512
mProjectPP 5 512 125 3020 2895 318 2100 477 512
mProjectPP 6 512 95 3124 3029 335 2101 593 512
mProjectPP 3 512 153 3192 3039 279 2239 521 512
mProjectPP 7 512 114 3186 3072 353 2188 531 512
mProjectPP 4 512 167 3286 3119 320 2222 577 512
mProjectPP 10 512 179 3314 3135 317 2264 554 512
mProjectPP 9 512 81 3364 3283 702 2111 470 512
mProjectPP 2 512 57 3400 3343 725 2084 534 512
mDiffFit 23 512 3335 4642 1307 741 281 285 512
mDiffFit 27 512 3675 4735 1060 621 184 255 512
mDiffFit 22 512 3321 4887 1566 1148 178 240 512
mDiffFit 17 512 3344 4897 1553 1046 227 280 512
mDiffFit 13 512 3182 4912 1730 1148 266 316 512
mDiffFit 12 512 3324 4940 1616 1132 183 301 512
mDiffFit 11 512 3660 4946 1286 680 264 342 512
mDiffFit 18 512 3361 5015 1654 1101 263 290 512
mDiffFit 21 512 3244 5043 1799 1106 340 353 512
mDiffFit 19 512 3429 5058 1629 1176 166 287 512
mDiffFit 14 512 3784 5140 1356 955 162 239 512
mDiffFit 16 512 3475 5153 1678 996 359 323 512
mDiffFit 25 512 3771 5277 1506 1058 160 288 512
mDiffFit 20 512 3445 5319 1874 1329 246 299 512
mDiffFit 24 512 3682 5302 1620 977 360 283 512
mDiffFit 26 512 3561 5309 1748 1098 361 289 512
mDiffFit 15 512 4622 7009 2387 1848 264 275 512
mConcatFit 28 512 7317 8235 918 316 460 142 512
mBgModel 29 512 8406 15150 6744 124 6481 139 512
mBackground 39 512 15452 16529 1077 435 144 498 512
mBackground 34 512 15472 16605 1133 404 239 490 512
mBackground 38 512 15465 16619 1154 400 160 594 512
mBackground 35 512 15475 16659 1184 409 179 596 512
mBackground 37 512 15522 16670 1148 437 201 510 512
mBackground 36 512 15467 16666 1199 363 161 675 512
mBackground 31 512 15464 16770 1306 526 200 580 512
mBackground 32 512 15532 16767 1235 457 202 576 512
mBackground 33 512 15521 16835 1314 499 280 535 512
mBackground 30 512 15522 16894 1372 539 241 592 512
mImgtbl 40 512 17045 18824 1779 1414 223 142 512
mAdd 41 512 19121 22720 3599 2420 503 676 512
mShrink 42 512 22900 24229 1329 500 280 549 512
mJPEG 43 512 24502 25991 1489 460 819 210 512
mProjectPP 2 512 64 2892 2828 272 2062 494 512
mProjectPP 9 512 79 2916 2837 293 2082 462 512
mProjectPP 5 512 27 2917 2890 279 2080 531 512
mProjectPP 6 512 69 2933 2864 345 2061 458 512
mProjectPP 3 512 89 2961 2872 281 2116 475 512
mProjectPP 7 512 78 2955 2877 264 2117 496 512
mProjectPP 1 512 0 2955 2955 316 2091 548 512
mProjectPP 8 512 86 3015 2929 303 2061 565 512
mProjectPP 10 512 92 3130 3038 329 2082 627 512
mProjectPP 4 512 160 3307 3147 337 2260 550 512
mDiffFit 14 512 3304 4545 1241 846 145 250 512
mDiffFit 22 512 3308 4505 1197 799 147 251 512
mDiffFit 23 512 3304 4629 1325 855 181 289 512
mDiffFit 25 512 3284 4629 1345 802 261 282 512
mDiffFit 12 512 3363 4740 1377 920 183 274 512
mDiffFit 11 512 3337 4734 1397 835 261 301 512
mDiffFit 21 512 3292 4769 1477 849 326 302 512
mDiffFit 16 512 3462 4739 1277 702 266 309 512
mDiffFit 19 512 3447 4775 1328 887 183 258 512
mDiffFit 17 512 3305 4764 1459 930 259 270 512
mDiffFit 27 512 3364 4784 1420 853 265 302 512
mDiffFit 18 512 3370 4852 1482 848 326 308 512
mDiffFit 26 512 3311 4899 1588 977 298 313 512
mDiffFit 13 512 3336 4933 1597 960 323 314 512
mDiffFit 15 512 3328 4964 1636 1063 276 297 512
mDiffFit 20 512 3484 5036 1552 880 341 331 512
mDiffFit 24 512 3324 5121 1797 1153 282 362 512
mConcatFit 28 512 5239 6191 952 320 459 173 512
mBgModel 29 512 6340 13278 6938 191 6551 196 512
mBackground 32 512 16858 17916 1058 399 160 499 512
mBackground 34 512 16885 17906 1021 391 144 486 512
mBackground 36 512 16908 17933 1025 389 160 476 512
mBackground 30 512 16888 17938 1050 395 143 512 512
mBackground 38 512 16903 17969 1066 434 144 488 512
mBackground 39 512 16920 18002 1082 396 160 526 512
mBackground 37 512 16895 17993 1098 419 163 516 512
mBackground 33 512 16880 18000 1120 407 159 554 512
mBackground 31 512 16897 18207 1310 630 141 539 512
mBackground 35 512 16889 18700 1811 1115 144 552 512
mImgtbl 40 512 18976 20556 1580 1311 122 147 512
mAdd 41 512 20684 23989 3305 2179 502 624 512
mShrink 42 512 24326 25526 1200 438 280 482 512
mJPEG 43 512 25719 27131 1412 447 778 187 512
mProjectPP 2 512 58 2948 2890 312 2102 476 512
mProjectPP 3 512 67 2962 2895 303 2043 549 512
mProjectPP 6 512 74 3000 2926 284 2061 581 512
mProjectPP 7 512 66 3029 2963 301 2100 562 512
mProjectPP 10 512 43 3008 2965 276 2102 587 512
mProjectPP 5 512 57 3018 2961 272 2100 589 512
mProjectPP 8 512 0 3055 3055 296 2061 698 512
mProjectPP 1 512 58 3100 3042 286 2096 660 512
mProjectPP 4 512 41 3091 3050 308 2060 682 512
mProjectPP 9 512 76 4483 4407 314 2080 2013 512
mDiffFit 22 512 3324 4473 1149 735 179 235 512
mDiffFit 14 512 3341 4588 1247 769 162 316 512
mDiffFit 19 512 3399 4596 1197 760 183 254 512
mDiffFit 23 512 3349 4645 1296 851 182 263 512
mDiffFit 12 512 3410 4653 1243 746 185 312 512
mDiffFit 15 512 3376 4749 1373 912 186 275 512
mDiffFit 11 512 3404 4769 1365 701 346 318 512
mDiffFit 26 512 3325 4772 1447 784 346 317 512
mDiffFit 18 512 3349 4781 1432 832 263 337 512
mDiffFit 21 512 3382 4877 1495 929 266 300 512
mDiffFit 17 512 3395 4888 1493 999 223 271 512
mDiffFit 13 512 3383 5038 1655 1093 263 299 512
mDiffFit 16 512 3411 5114 1703 1139 263 301 512
mDiffFit 20 512 3377 5264 1887 1194 342 351 512
mDiffFit 27 512 4624 5872 1248 775 188 285 512
mDiffFit 24 512 4660 6137 1477 816 280 381 512
mDiffFit 25 512 4672 6214 1542 1083 168 291 512
mConcatFit 28 512 6390 7364 974 329 464 181 512
mBgModel 29 512 7560 14289 6729 114 6466 149 512
mBackground 31 512 14586 15592 1006 346 178 482 512
mBackground 33 512 14557 15595 1038 384 158 496 512
mBackground 34 512 14548 15623 1075 391 161 523 512
mBackground 30 512 14578 15641 1063 358 163 542 512
mBackground 35 512 14601 15683 1082 353 160 569 512
mBackground 32 512 14592 15701 1109 418 161 530 512
mBackground 38 512 14600 15680 1080 388 182 510 512
mBackground 39 512 14608 15733 1125 369 261 495 512
mBackground 36 512 14599 15755 1156 471 162 523 512
mBackground 37 512 14586 15857 1271 435 198 638 512
mImgtbl 40 512 16113 17605 1492 1088 238 166 512
mAdd 41 512 17781 21902 4121 2858 560 703 512
mShrink 42 512 22259 23521 1262 463 279 520 512
mJPEG 43 512 23668 25197 1529 411 884 234 512
mProjectPP 6 512 61 2875 2814 288 2075 451 512
mProjectPP 8 512 35 2896 2861 286 2081 494 512
mProjectPP 7 512 58 2944 2886 293 2119 474 512
mProjectPP 1 512 64 2967 2903 322 2066 515 512
mProjectPP 9 512 61 2954 2893 277 2086 530 512
mProjectPP 3 512 44 2936 2892 298 2092 502 512
mProjectPP 5 512 0 2951 2951 293 2061 597 512
mProjectPP 4 512 62 2978 2916 331 2083 502 512
mProjectPP 10 512 60 3033 2973 308 2100 565 512
mProjectPP 2 512 48 3429 3381 720 2117 544 512
mDiffFit 25 512 3309 4352 1043 644 181 218 512
mDiffFit 17 512 3339 4419 1080 700 163 217 512
mDiffFit 22 512 3338 4455 1117 672 163 282 512
mDiffFit 23 512 3346 4470 1124 664 162 298 512
mDiffFit 12 512 3306 4527 1221 688 200 333 512
mDiffFit 13 512 3304 4676 1372 784 280 308 512
mDiffFit 18 512 3319 4678 1359 823 247 289 512
mDiffFit 14 512 3713 4715 1002 631 162 209 512
mDiffFit 20 512 3320 4718 1398 770 268 360 512
mDiffFit 26 512 3347 4759 1412 819 280 313 512
mDiffFit 27 512 3361 4797 1436 962 182 292 512
mDiffFit 21 512 3347 4801 1454 878 264 312 512
mDiffFit 24 512 3332 4851 1519 855 358 306 512
mDiffFit 15 512 3698 4885 1187 716 185 286 512
mDiffFit 16 512 3337 5338 2001 1426 263 312 512
mDiffFit 19 512 3290 5359 2069 1644 180 245 512
mDiffFit 11 512 3746 5399 1653 1031 261 361 512
mConcatFit 28 512 5575 6515 940 326 458 156 512
mBgModel 29 512 6774 13474 6700 125 6418 157 512
mBackground 35 512 13820 14832 1012 383 140 489 512
mBackground 34 512 13840 14891 1051 404 141 506 512
mBackground 39 512 13850 14896 1046 412 161 473 512
mBackground 37 512 13855 14917 1062 411 198 453 512
mBackground 33 512 13829 14916 1087 416 159 512 512
mBackground 32 512 13787 14933 1146 388 181 577 512
mBackground 31 512 13809 15014 1205 424 227 554 512
mBackground 38 512 13825 15011 1186 366 160 660 512
mBackground 36 512 13848 15057 1209 416 200 593 512
mBackground 30 512 13823 15114 1291 634 160 497 512
mImgtbl 40 512 15267 16917 1650 1309 201 140 512
mAdd 41 512 17297 20830 3533 2380 521 632 512
mShrink 42 512 21003 22386 1383 454 303 626 512
mJPEG 43 512 22612 24085 1473 425 862 186 512
mProjectPP 2 1024 15 1877 1862 293 1028 541 1024
mProjectPP 9 1024 0 1863 1863 299 1059 505 1024
mProjectPP 5 1024 3850 5806 1956 412 1069 475 1024
mProjectPP 4 1024 3878 5899 2021 455 1090 476 1024
mProjectPP 1 1024 3910 5958 2048 468 1080 500 1024
mProjectPP 3 1024 3913 6107 2194 649 1105 440 1024
mProjectPP 10 1024 4115 6095 1980 439 1098 443 1024
mProjectPP 6 1024 4002 6091 2089 567 1084 438 1024
mProjectPP 7 1024 4074 6242 2168 492 1077 599 1024
mProjectPP 8 1024 4307 6418 2111 457 1078 576 1024
mDiffFit 24 1024 6293 7217 924 465 142 317 1024
mDiffFit 27 1024 6267 7288 1021 606 127 288 1024
mDiffFit 19 1024 6100 7353 1253 792 165 296 1024
mDiffFit 11 1024 6153 7458 1305 753 223 329 1024
mDiffFit 14 1024 6251 7454 1203 769 165 269 1024
mDiffFit 17 1024 6273 7455 1182 758 162 262 1024
mDiffFit 16 1024 6252 7571 1319 770 218 331 1024
mDiffFit 23 1024 6432 7643 1211 770 164 277 1024
mDiffFit 13 1024 6110 7716 1606 1100 210 296 1024
mDiffFit 12 1024 6247 7778 1531 1143 128 260 1024
mDiffFit 22 1024 7138 8702 1564 1189 122 253 1024
mDiffFit 20 1024 7078 8653 1575 971 220 384 1024
mDiffFit 15 1024 7287 8709 1422 972 180 270 1024
mDiffFit 21 1024 7249 8723 1474 963 226 285 1024
mDiffFit 26 1024 7182 8736 1554 1010 195 349 1024
mDiffFit 18 1024 7272 8822 1550 1008 221 321 1024
mDiffFit 25 1024 7369 10578 3209 2808 120 281 1024
mConcatFit 28 1024 10932 11497 565 189 237 139 1024
mBgModel 29 1024 11846 15296 3450 141 3175 134 1024
mBackground 32 1024 15721 16653 932 308 160 464 1024
mBackground 30 1024 15661 16621 960 364 115 481 1024
mBackground 35 1024 15704 16659 955 395 88 472 1024
mBackground 31 1024 15679 16664 985 378 101 506 1024
mBackground 37 1024 15670 16647 977 396 100 481 1024
mBackground 33 1024 15685 16689 1004 404 102 498 1024
mBackground 36 1024 15737 16717 980 383 141 456 1024
mBackground 38 1024 15715 16701 986 355 139 492 1024
mBackground 34 1024 15671 16723 1052 379 96 577 1024
mBackground 39 1024 15745 16808 1063 376 124 563 1024
mImgtbl 40 1024 17133 19275 2142 1953 60 129 1024
mAdd 41 1024 19625 21824 2199 1417 245 537 1024
mShrink 42 1024 21962 22955 993 341 138 514 1024
mJPEG 43 1024 23305 25106 1801 1197 410 194 1024
mProjectPP 4 1024 0 1767 1767 327 1018 422 1024
mProjectPP 5 1024 37 1800 1763 289 1051 423 1024
mProjectPP 8 1024 83 1908 1825 279 1078 468 1024
mProjectPP 9 1024 59 1917 1858 292 1094 472 1024
mProjectPP 7 1024 45 1958 1913 347 1075 491 1024
mProjectPP 2 1024 53 2017 1964 349 1093 522 1024
mProjectPP 6 1024 78 2076 1998 276 1082 640 1024
mProjectPP 10 1024 187 2118 1931 319 1100 512 1024
mProjectPP 3 1024 13 2128 2115 292 1029 794 1024
mProjectPP 1 1024 45 2426 2381 724 1083 574 1024
mDiffFit 24 1024 2262 3189 927 518 122 287 1024
mDiffFit 25 1024 2171 3199 1028 669 128 231 1024
mDiffFit 22 1024 2170 3200 1030 655 121 254 1024
mDiffFit 15 1024 2192 3239 1047 657 130 260 1024
mDiffFit 19 1024 2142 3218 1076 629 97 350 1024
mDiffFit 20 1024 2164 3301 1137 659 164 314 1024
mDiffFit 23 1024 2260 3321 1061 635 141 285 1024
mDiffFit 26 1024 2264 3344 1080 635 169 276 1024
mDiffFit 27 1024 2284 3316 1032 673 83 276 1024
mDiffFit 14 1024 2322 3345 1023 635 110 278 1024
mDiffFit 17 1024 2312 3339 1027 676 84 267 1024
mDiffFit 21 1024 2210 3362 1152 729 130 293 1024
mDiffFit 18 1024 2354 3438 1084 599 181 304 1024
mDiffFit 16 1024 2381 3525 1144 661 182 301 1024
mDiffFit 12 1024 2697 3540 843 454 123 266 1024
