task id resource start end time downloaded executed uploaded type
mDiffFit 17 3008 1549 2209 660 376 41 243 3008
mDiffFit 14 3008 1598 2271 673 392 42 239 3008
mProjectPP 7 3008 40 2273 2233 317 526 1390 3008
mDiffFit 19 3008 1629 2312 683 355 46 282 3008
mDiffFit 27 3008 1589 2275 686 367 46 273 3008
mDiffFit 15 3008 1532 2276 744 414 56 274 3008
mDiffFit 12 3008 1554 2281 727 424 47 256 3008
mDiffFit 16 3008 1614 2338 724 361 73 290 3008
mDiffFit 11 3008 1631 2366 735 397 68 270 3008
mDiffFit 13 3008 1657 2400 743 354 70 319 3008
mDiffFit 18 3008 1604 2414 810 443 66 301 3008
mDiffFit 24 3008 1551 2387 836 397 70 369 3008
mDiffFit 21 3008 1627 3089 1462 1110 66 286 3008
mDiffFit 23 3008 2548 3224 676 364 53 259 3008
mDiffFit 25 3008 2527 3229 702 436 43 223 3008
mDiffFit 26 3008 2478 3199 721 373 69 279 3008
mDiffFit 20 3008 2520 3268 748 388 70 290 3008
mDiffFit 22 3008 2560 4233 1673 1401 49 223 3008
mConcatFit 28 3008 4476 4960 484 194 120 170 3008
mBgModel 29 3008 5263 7198 1935 127 1686 122 3008
mBackground 34 3008 7387 8147 760 321 39 400 3008
mBackground 37 3008 7436 8213 777 313 57 407 3008
mBackground 32 3008 7466 8246 780 308 39 433 3008
mBackground 35 3008 7431 8216 785 315 40 430 3008
mBackground 33 3008 7470 8291 821 337 39 445 3008
mBackground 38 3008 7470 8279 809 316 42 451 3008
mBackground 39 3008 7432 8246 814 324 41 449 3008
mBackground 30 3008 7411 8303 892 287 40 565 3008
mBackground 36 3008 7437 8279 842 344 40 458 3008
mBackground 31 3008 7414 9596 2182 1731 41 410 3008
mImgtbl 40 3008 9867 10457 590 424 39 127 3008
mAdd 41 3008 10721 12419 1698 1144 118 436 3008
mShrink 42 3008 12770 13558 788 333 73 382 3008
mJPEG 43 3008 13708 14406 698 305 225 168 3008
