task id resource request_start request_end request_duration start end time downloaded executed uploaded type
ellipsoids-openmp 319 lambda-1024 1511 9013 7502 1615755235842 1615755240356 4514 98 4307 109 lambda-1024
ellipsoids-openmp 341 lambda-1024 1519 9026 7507 1615755236391 1615755240388 3997 90 3796 111 lambda-1024
ellipsoids-openmp 347 lambda-1024 1521 9046 7525 1615755236556 1615755240412 3856 100 3682 74 lambda-1024
ellipsoids-openmp 313 lambda-1024 1510 9051 7541 1615755235804 1615755240421 4617 99 4421 97 lambda-1024
ellipsoids-openmp 343 lambda-1024 1520 9061 7541 1615755236494 1615755240442 3948 100 3753 95 lambda-1024
ellipsoids-openmp 354 lambda-1024 1523 9102 7579 1615755236600 1615755240473 3873 86 3689 98 lambda-1024
ellipsoids-openmp 351 lambda-1024 1522 9103 7581 1615755236621 1615755240479 3858 94 3648 116 lambda-1024
ellipsoids-openmp 321 lambda-1024 1512 9105 7593 1615755235854 1615755240489 4635 91 4421 123 lambda-1024
ellipsoids-openmp 320 lambda-1024 1511 9107 7596 1615755235926 1615755240490 4564 94 4372 98 lambda-1024
ellipsoids-openmp 348 lambda-1024 1521 9108 7587 1615755236535 1615755240502 3967 87 3774 106 lambda-1024
ellipsoids-openmp 335 lambda-1024 1518 9110 7592 1615755236260 1615755240329 4069 95 3876 98 lambda-1024
ellipsoids-openmp 353 lambda-1024 1522 9188 7666 1615755236707 1615755240552 3845 94 3669 82 lambda-1024
ellipsoids-openmp 342 lambda-1024 1520 9196 7676 1615755236496 1615755240566 4070 89 3886 95 lambda-1024
ellipsoids-openmp 357 lambda-1024 1523 9256 7733 1615755236760 1615755240617 3857 84 3648 125 lambda-1024
ellipsoids-openmp 350 lambda-1024 1522 9266 7744 1615755236660 1615755240651 3991 86 3785 120 lambda-1024
ellipsoids-openmp 358 lambda-1024 1523 9274 7751 1615755236779 1615755240665 3886 94 3695 97 lambda-1024
ellipsoids-openmp 323 lambda-1024 1513 9311 7798 1615755235923 1615755240688 4765 92 4603 70 lambda-1024
ellipsoids-openmp 371 lambda-1024 1526 9343 7817 1615755236935 1615755240747 3812 98 3618 96 lambda-1024
ellipsoids-openmp 373 lambda-1024 1527 9358 7831 1615755237001 1615755240755 3754 101 3561 92 lambda-1024
ellipsoids-openmp 360 lambda-1024 1524 9360 7836 1615755236853 1615755240775 3922 93 3738 91 lambda-1024
ellipsoids-openmp 363 lambda-1024 1524 9376 7852 1615755236811 1615755240778 3967 96 3799 72 lambda-1024
ellipsoids-openmp 329 lambda-1024 1516 9397 7881 1615755236095 1615755240788 4693 96 4493 104 lambda-1024
ellipsoids-openmp 324 lambda-1024 1514 9430 7916 1615755236031 1615755240802 4771 96 4536 139 lambda-1024
ellipsoids-openmp 365 lambda-1024 1525 9434 7909 1615755236850 1615755240802 3952 96 3748 108 lambda-1024
ellipsoids-openmp 367 lambda-1024 1525 9437 7912 1615755236846 1615755240809 3963 82 3783 98 lambda-1024
ellipsoids-openmp 325 lambda-1024 1515 9441 7926 1615755236068 1615755240817 4749 90 4569 90 lambda-1024
ellipsoids-openmp 318 lambda-1024 1511 9443 7932 1615755235866 1615755240819 4953 346 4513 94 lambda-1024
ellipsoids-openmp 377 lambda-1024 1527 9445 7918 1615755237095 1615755240824 3729 92 3565 72 lambda-1024
ellipsoids-openmp 355 lambda-1024 1523 9447 7924 1615755236777 1615755240827 4050 84 3865 101 lambda-1024
ellipsoids-openmp 364 lambda-1024 1525 9489 7964 1615755236796 1615755240862 4066 98 3815 153 lambda-1024
ellipsoids-openmp 375 lambda-1024 1527 9500 7973 1615755237072 1615755240868 3796 90 3607 99 lambda-1024
ellipsoids-openmp 96 lambda-1024 1389 9503 8114 1615755235965 1615755240870 4905 89 4740 76 lambda-1024
ellipsoids-openmp 328 lambda-1024 1516 9506 7990 1615755236267 1615755240873 4606 103 4389 114 lambda-1024
ellipsoids-openmp 372 lambda-1024 1526 9511 7985 1615755237024 1615755240881 3857 97 3658 102 lambda-1024
ellipsoids-openmp 374 lambda-1024 1527 9519 7992 1615755237041 1615755240885 3844 93 3648 103 lambda-1024
ellipsoids-openmp 336 lambda-1024 1518 9530 8012 1615755236374 1615755240899 4525 98 4364 63 lambda-1024
ellipsoids-openmp 387 lambda-1024 1530 9533 8003 1615755237236 1615755240904 3668 90 3496 82 lambda-1024
ellipsoids-openmp 378 lambda-1024 1528 9590 8062 1615755237134 1615755240917 3783 101 3578 104 lambda-1024
ellipsoids-openmp 381 lambda-1024 1528 9591 8063 1615755237146 1615755240917 3771 91 3604 76 lambda-1024
ellipsoids-openmp 346 lambda-1024 1521 9593 8072 1615755236536 1615755240943 4407 92 4215 100 lambda-1024
ellipsoids-openmp 383 lambda-1024 1529 9620 8091 1615755237168 1615755240979 3811 92 3621 98 lambda-1024
ellipsoids-openmp 332 lambda-1024 1518 9655 8137 1615755236345 1615755241009 4664 104 4440 120 lambda-1024
ellipsoids-openmp 385 lambda-1024 1529 9663 8134 1615755237205 1615755241023 3818 106 3608 104 lambda-1024
ellipsoids-openmp 340 lambda-1024 1519 9714 8195 1615755236468 1615755241086 4618 96 4432 90 lambda-1024
ellipsoids-openmp 334 lambda-1024 1518 9717 8199 1615755236378 1615755241091 4713 96 4530 87 lambda-1024
ellipsoids-openmp 389 lambda-1024 1530 9899 8369 1615755237279 1615755241128 3849 104 3638 107 lambda-1024
ellipsoids-openmp 396 lambda-1024 1533 9906 8373 1615755237417 1615755241144 3727 96 3555 76 lambda-1024
ellipsoids-openmp 398 lambda-1024 1533 9949 8416 1615755237422 1615755241154 3732 83 3581 68 lambda-1024
ellipsoids-openmp 391 lambda-1024 1531 9995 8464 1615755237299 1615755241160 3861 101 3633 127 lambda-1024
ellipsoids-openmp 397 lambda-1024 1533 9998 8465 1615755237441 1615755241178 3737 99 3549 89 lambda-1024
