97.49793648719788,512,montage-0.15
97.13869404792786,512,montage-0.15
97.11009311676025,512,montage-0.15
95.70567202568054,512,montage-0.15
98.19053435325623,512,montage-0.15
96.54218673706055,512,montage-0.15
97.07311749458313,512,montage-0.15
95.30760264396667,512,montage-0.15
95.89777183532715,512,montage-0.15
96.11383605003357,512,montage-0.15
97.51599431037903,512,montage-0.15
97.40456652641296,512,montage-0.15
96.46440625190735,512,montage-0.15
96.57200503349304,512,montage-0.15
97.23055958747864,512,montage-0.15
96.09758734703064,512,montage-0.15
96.42139625549316,512,montage-0.15
96.39761447906494,512,montage-0.15
96.39002418518066,512,montage-0.15
95.5955708026886,512,montage-0.15
95.90737271308899,512,montage-0.15
95.18599152565002,512,montage-0.15
98.42162442207336,512,montage-0.15
97.14867329597473,512,montage-0.15
96.75208640098572,512,montage-0.15
97.92095732688904,512,montage-0.15
98.35507440567017,512,montage-0.15
95.63623976707458,512,montage-0.15
97.07045483589172,512,montage-0.15
95.88520336151123,512,montage-0.15
31.354928255081177,3008,montage-0.15
28.5952410697937,3008,montage-0.15
28.98396944999695,3008,montage-0.15
28.624067544937134,3008,montage-0.15
30.496989727020264,3008,montage-0.15
29.438441514968872,3008,montage-0.15
29.01489567756653,3008,montage-0.15
28.800398111343384,3008,montage-0.15
29.720048427581787,3008,montage-0.15
29.086976528167725,3008,montage-0.15
28.704769134521484,3008,montage-0.15
30.535564422607422,3008,montage-0.15
28.81653904914856,3008,montage-0.15
28.919662475585938,3008,montage-0.15
28.564670085906982,3008,montage-0.15
29.459781885147095,3008,montage-0.15
29.09143877029419,3008,montage-0.15
29.50714635848999,3008,montage-0.15
28.844760417938232,3008,montage-0.15
29.846567153930664,3008,montage-0.15
28.50475764274597,3008,montage-0.15
28.411110639572144,3008,montage-0.15
28.88410973548889,3008,montage-0.15
29.58629846572876,3008,montage-0.15
28.666706800460815,3008,montage-0.15
29.48259997367859,3008,montage-0.15
29.15209698677063,3008,montage-0.15
28.401397705078125,3008,montage-0.15
28.617258071899414,3008,montage-0.15
28.791611909866333,3008,montage-0.15
