task id resource fire_time start_time end_time time execution_time upload_time cpu memory
mDiffFit 4471 fargate 1086460 1139768 1140517 749 681 35 29 05 2
mProject 17 fargate 1061159 1114682 1140336 25654 170 25228 251 05 2
mDiffFit 4184 fargate 1082249 1138767 1139492 725 607 12 102 05 2
mDiffFit 1886 fargate 1087805 1141440 1142243 803 626 73 38 05 2
mDiffFit 3531 fargate 1094049 1142815 1143561 746 694 13 36 05 2
mDiffFit 2279 fargate 1089787 1143837 1144497 660 604 13 40 05 2
mProject 3250 fargate 1063873 1117221 1143187 25966 181 25548 234 05 2
mProject 110 fargate 1064754 1120006 1145672 25666 132 25280 250 05 2
mDiffFit 1212 fargate 1091206 1144680 1145417 737 686 13 34 05 2
mDiffFit 3607 fargate 1092274 1145487 1146216 729 681 12 33 05 2
mDiffFit 2284 fargate 1092928 1145764 1146461 697 611 13 41 05 2
mDiffFit 4574 fargate 1093385 1148374 1149114 740 694 12 28 05 2
mDiffFit 3600 fargate 1094934 1147634 1148266 632 532 65 31 05 2
mDiffFit 1219 fargate 1101243 1148105 1148828 723 606 74 38 05 2
mDiffFit 1986 fargate 1102328 1149508 1150325 817 695 13 104 05 2
mDiffFit 493 fargate 1092647 1146560 1147297 737 690 13 31 05 2
mDiffFit 3675 fargate 1077711 1151940 1152989 1049 921 72 51 05 2
mDiffFit 4332 fargate 1097841 1152150 1152883 733 611 81 37 05 2
mDiffFit 4555 fargate 1099792 1153775 1154590 815 707 12 91 05 2
mDiffFit 4577 fargate 1104110 1153483 1154250 767 689 14 59 05 2
mDiffFit 2258 fargate 1096484 1154608 1155276 668 614 12 38 05 2
mDiffFit 4151 fargate 1107207 1157906 1158640 734 619 72 37 05 2
mDiffFit 1915 fargate 1102933 1156025 1156775 750 693 13 39 05 2
mDiffFit 2548 fargate 1103385 1156298 1157037 739 614 15 106 05 2
mProject 3475 fargate 1072248 1126594 1152536 25942 185 25520 233 05 2
mDiffFit 3643 fargate 1106519 1159932 1160663 731 677 13 37 05 2
mProject 3246 fargate 1082624 1135959 1161970 26011 174 25531 302 05 2
mDiffFit 3927 fargate 1113421 1161536 1162346 810 691 13 100 05 2
mDiffFit 3792 fargate 1110028 1163386 1164129 743 685 13 40 05 2
mDiffFit 3918 fargate 1111288 1164282 1165056 774 690 13 68 05 2
mDiffFit 3977 fargate 1112662 1165855 1166508 653 591 14 44 05 2
mDiffFit 3738 fargate 1114119 1167442 1168182 740 679 15 43 05 2
mDiffFit 4231 fargate 1114958 1167828 1168551 723 609 13 98 05 2
mDiffFit 2094 fargate 1116771 1169652 1170392 740 674 15 45 05 2
mDiffFit 3690 fargate 1122351 1170060 1170716 656 594 15 44 05 2
mDiffFit 685 fargate 1117907 1172587 1173327 740 611 79 46 05 2
mDiffFit 1339 fargate 1120055 1173639 1174374 735 682 13 36 05 2
mDiffFit 2111 fargate 1121365 1174591 1175334 743 674 13 52 05 2
mDiffFit 320 fargate 1122961 1177246 1177984 738 685 12 37 05 2
mDiffFit 1925 fargate 1125101 1178155 1178890 735 613 14 104 05 2
mDiffFit 3637 fargate 1126770 1180205 1180951 746 688 12 41 05 2
mDiffFit 3814 fargate 1132704 1181357 1182094 737 679 14 39 05 2
mDiffFit 457 fargate 1127993 1182595 1183397 802 682 13 104 05 2
mProject 1664 fargate 1102650 1155665 1181403 25738 189 25284 260 05 2
mDiffFit 1169 fargate 1123442 1178123 1178923 800 628 14 92 05 2
mDiffFit 4559 fargate 1130104 1184516 1185259 743 686 14 40 05 2
mProject 1636 fargate 1107852 1161071 1186641 25570 135 25187 244 05 2
mDiffFit 2568 fargate 1135719 1189980 1190783 803 683 18 97 05 2
mDiffFit 3712 fargate 1136800 1191076 1191815 739 609 83 43 05 2
mDiffFit 3503 fargate 1132363 1185849 1186565 716 599 71 43 05 2
mDiffFit 4223 fargate 1136417 1193329 1194145 816 703 14 35 05 2
mProject 3372 fargate 1112338 1165889 1192229 26340 187 25917 232 05 2
mProject 1700 fargate 1112962 1169811 1187047 17236 209 16790 233 05 2
mDiffFit 4421 fargate 1142375 1194854 1195587 733 625 68 35 05 2
mDiffFit 2936 fargate 1142730 1197632 1198383 751 693 12 43 05 2
mDiffFit 935 fargate 1147904 1196072 1196808 736 680 18 34 05 2
mProject 3413 fargate 1122695 1176877 1196315 19438 183 19096 153 05 2
mDiffFit 3929 fargate 1144937 1198088 1198905 817 700 16 96 05 2
mProject 1637 fargate 1135237 1187404 1202085 14681 186 14322 169 05 2
mDiffFit 2996 fargate 1145817 1200451 1201191 740 685 20 31 05 2
mDiffFit 1125 fargate 1138056 1190508 1191233 725 616 14 91 05 2
mDiffFit 2840 fargate 1148057 1203624 1204267 643 595 15 30 05 2
mDiffFit 2280 fargate 1144183 1200806 1201607 801 620 12 104 05 2
mProject 60 fargate 1124141 1177902 1204096 26194 196 25799 195 05 2
mDiffFit 2369 fargate 1152375 1206044 1206849 805 693 12 96 05 2
mDiffFit 1876 fargate 1154317 1207805 1208597 792 674 15 99 05 2
mDiffFit 2041 fargate 1153529 1207248 1207980 732 673 14 41 05 2
mDiffFit 3539 fargate 1153031 1208970 1209698 728 614 12 37 05 2
mDiffFit 1319 fargate 1157656 1209666 1210405 739 680 13 42 05 2
mDiffFit 709 fargate 1156948 1209644 1210464 820 712 74 30 05 2
mDiffFit 889 fargate 1158085 1211638 1212377 739 614 76 44 05 2
mProject 147 fargate 1132963 1185565 1210687 25122 236 24652 231 05 2
mDiffFit 264 fargate 1160362 1214675 1215425 750 696 18 30 05 2
mDiffFit 2289 fargate 1162386 1217453 1218205 752 690 12 45 05 2
mProject 236 fargate 1131381 1185527 1211757 26230 191 25807 229 05 2
mDiffFit 2433 fargate 1168188 1217225 1217975 750 688 12 46 05 2
mDiffFit 2805 fargate 1164336 1218265 1218882 617 509 73 29 05 2
mDiffFit 2061 fargate 1163530 1218463 1219198 735 673 15 42 05 2
mProject 3371 fargate 1140111 1194802 1220802 26000 192 25584 219 05 2
mDiffFit 2478 fargate 1161484 1219264 1220014 750 685 12 49 05 2
mProject 3252 fargate 1151427 1204547 1219231 14684 201 14313 166 05 2
mDiffFit 4539 fargate 1167043 1221130 1221868 738 624 70 39 05 2
mDiffFit 4053 fargate 1165361 1221105 1221827 722 609 14 94 05 2
mProject 26 fargate 1146850 1199952 1219601 19649 200 19205 238 05 2
mProject 1663 fargate 1141386 1196209 1222180 25971 205 25582 180 05 2
mDiffFit 2056 fargate 1170364 1221896 1222659 763 702 18 39 05 2
mDiffFit 2097 fargate 1175380 1226518 1227262 744 607 91 43 05 2
mDiffFit 545 fargate 1171592 1223436 1224185 749 693 13 39 05 2
mDiffFit 802 fargate 1165785 1220330 1221169 839 714 80 41 05 2
mDiffFit 2946 fargate 1172763 1224588 1225317 729 675 13 37 05 2
mDiffFit 2809 fargate 1175734 1228673 1229328 655 595 12 43 05 2
mDiffFit 3716 fargate 1176777 1230426 1231172 746 694 13 35 05 2
mProject 109 fargate 1150315 1203580 1229381 25801 191 25348 259 05 2
mDiffFit 1215 fargate 1177100 1230826 1231552 726 606 13 103 05 2
mDiffFit 1246 fargate 1172387 1229623 1230382 759 703 18 33 05 2
mProject 3347 fargate 1152752 1206149 1232105 25956 183 25525 244 05 2
mDiffFit 4268 fargate 1180388 1235306 1236061 755 696 16 39 05 2
mDiffFit 705 fargate 1182387 1236613 1237326 713 603 13 92 05 2
mDiffFit 3633 fargate 1182763 1237167 1237897 730 674 12 39 05 2
mDiffFit 2274 fargate 1183650 1238403 1239190 787 670 13 100 05 2
mDiffFit 3935 fargate 1183038 1237875 1238598 723 608 14 98 05 2
mDiffFit 4087 fargate 1181593 1239566 1240333 767 711 14 38 05 2
mDiffFit 462 fargate 1187106 1240284 1241030 746 693 13 35 05 2
mProject 1796 fargate 1163035 1216715 1243182 26467 211 25969 284 05 2
mDiffFit 2285 fargate 1188288 1243268 1244033 765 615 13 133 05 2
mDiffFit 2956 fargate 1184395 1238578 1239401 823 707 15 98 05 2
mDiffFit 640 fargate 1192390 1245739 1246463 724 612 13 95 05 2
mDiffFit 2938 fargate 1200407 1249749 1250569 820 703 13 99 05 2
mDiffFit 2929 fargate 1194434 1250514 1251361 847 786 15 40 05 2
mDiffFit 459 fargate 1195437 1251278 1252014 736 688 13 30 05 2
mDiffFit 2096 fargate 1202825 1252317 1253142 825 705 13 102 05 2
mDiffFit 3718 fargate 1193078 1251057 1251781 724 616 75 28 05 2
mDiffFit 1985 fargate 1198313 1253628 1254365 737 678 13 41 05 2
mDiffFit 2364 fargate 1197255 1254556 1255297 741 680 16 42 05 2
mDiffFit 2124 fargate 1202404 1256139 1256870 731 617 80 29 05 2
mProject 18 fargate 1173035 1231710 1257998 26288 258 25779 248 05 2
mProject 1668 fargate 1178250 1235942 1262164 26222 220 25771 227 05 2
mDiffFit 808 fargate 1206668 1259797 1260569 772 704 13 50 05 2
mProject 3412 fargate 1191655 1245192 1259918 14726 215 14370 137 05 2
mDiffFit 2459 fargate 1208329 1261601 1262355 754 700 14 37 05 2
mDiffFit 4416 fargate 1207624 1260418 1261163 745 683 13 45 05 2
mDiffFit 892 fargate 1203717 1260184 1260926 742 619 12 41 05 2
mDiffFit 3496 fargate 1203081 1258270 1258999 729 608 77 41 05 2
mDiffFit 770 fargate 1211690 1263839 1264496 657 607 12 34 05 2
mDiffFit 2161 fargate 1210504 1264875 1265629 754 693 18 39 05 2
mProject 77 fargate 1185401 1239551 1265068 25517 187 25110 215 05 2
mDiffFit 2701 fargate 1201665 1262995 1263805 810 634 65 47 05 2
mDiffFit 4235 fargate 1213088 1266591 1267389 798 710 12 70 05 2
mDiffFit 2535 fargate 1213732 1266293 1266943 650 595 13 39 05 2
mProject 3403 fargate 1190389 1243735 1269812 26077 264 25604 205 05 2
mDiffFit 2532 fargate 1217428 1270368 1271011 643 525 69 44 05 2
mDiffFit 1291 fargate 1222875 1272576 1273386 810 697 73 35 05 2
mProject 1815 fargate 1192786 1248024 1273896 25872 207 25471 189 05 2
mProject 1806 fargate 1193692 1247018 1273498 26480 145 26052 207 05 2
mDiffFit 1951 fargate 1220555 1274410 1275064 654 595 14 41 05 2
mDiffFit 3714 fargate 1220921 1273878 1274605 727 606 79 39 05 2
mDiffFit 4107 fargate 1221696 1275248 1275984 736 678 12 42 05 2
mDiffFit 2264 fargate 1222436 1276712 1277431 719 605 12 98 05 2
mDiffFit 4576 fargate 1223777 1277756 1278580 824 710 13 97 05 2
mDiffFit 3645 fargate 1230569 1279940 1280681 741 690 13 34 05 2
mDiffFit 2432 fargate 1226710 1280849 1281573 724 618 14 87 05 2
mDiffFit 4148 fargate 1225555 1280854 1281602 748 690 13 40 05 2
mDiffFit 2261 fargate 1229769 1283296 1284015 719 611 12 92 05 2
mDiffFit 809 fargate 1232876 1288457 1289191 734 689 13 28 05 2
mDiffFit 4019 fargate 1232444 1287891 1288629 738 680 12 41 05 2
mDiffFit 642 fargate 1237559 1287336 1288080 744 686 13 40 05 2
mProject 191 fargate 1207366 1259915 1286081 26166 199 25713 251 05 2
mDiffFit 4339 fargate 1234202 1286661 1287403 742 690 13 35 05 2
mDiffFit 1036 fargate 1233821 1287960 1288693 733 681 12 36 05 2
mDiffFit 2959 fargate 1235167 1288694 1289507 813 700 12 98 05 2
mDiffFit 1905 fargate 1236630 1290150 1290889 739 614 12 40 05 2
mDiffFit 1010 fargate 1238448 1292897 1293622 725 616 65 40 05 2
mDiffFit 883 fargate 1238033 1292115 1292842 727 610 15 98 05 2
mProject 3255 fargate 1217361 1273136 1292659 19523 194 19099 226 05 2
mDiffFit 736 fargate 1240578 1294694 1295434 740 624 71 39 05 2
mProject 42 fargate 1215276 1268898 1294612 25714 195 25279 236 05 2
mDiffFit 2151 fargate 1247589 1296888 1297605 717 589 14 108 05 2
mDiffFit 2109 fargate 1243824 1296673 1297320 647 596 13 34 05 2
mDiffFit 1160 fargate 1242475 1297612 1298352 740 682 13 41 05 2
mProject 3418 fargate 1223121 1274086 1299671 25585 194 25145 240 05 2
mProject 1746 fargate 1214482 1268076 1294244 26168 203 25702 260 05 2
mProject 23 fargate 1215523 1273339 1299417 26078 181 25644 248 05 2
mDiffFit 959 fargate 1247822 1301465 1302139 674 587 19 65 05 2
mDiffFit 3741 fargate 1246726 1301081 1301813 732 623 67 38 05 2
mDiffFit 4610 fargate 1248514 1300192 1300930 738 686 13 35 05 2
mDiffFit 2359 fargate 1242905 1302764 1303513 749 684 12 47 05 2
mDiffFit 1147 fargate 1250594 1304585 1305308 723 672 18 28 05 2
mDiffFit 4487 fargate 1251799 1304513 1305265 752 622 82 45 05 2
mDiffFit 1204 fargate 1252931 1306117 1306855 738 606 83 46 05 2
mDiffFit 751 fargate 1252476 1307493 1308240 747 692 13 39 05 2
mDiffFit 4253 fargate 1253189 1307810 1308542 732 609 80 38 05 2
mDiffFit 4161 fargate 1257736 1308195 1309027 832 775 13 39 05 2
mProject 88 fargate 1228426 1282269 1308414 26145 192 25595 355 05 2
mDiffFit 3681 fargate 1263866 1312294 1313045 751 693 13 40 05 2
mDiffFit 951 fargate 1260595 1316028 1316748 720 614 61 40 05 2
mDiffFit 2360 fargate 1255632 1313872 1314509 637 591 11 30 05 2
mDiffFit 3806 fargate 1262485 1316203 1316944 741 689 12 36 05 2
mProject 200 fargate 1241747 1290797 1316356 25559 184 25126 245 05 2
mDiffFit 1256 fargate 1256459 1312268 1313082 814 767 14 28 05 2
mDiffFit 383 fargate 1262936 1318167 1318919 752 697 13 38 05 2
mProject 1866 fargate 1243149 1296770 1322935 26165 193 25797 171 05 2
mDiffFit 2472 fargate 1269953 1324265 1324993 728 674 12 39 05 2
mDiffFit 763 fargate 1268568 1322728 1323463 735 621 75 34 05 2
mDiffFit 265 fargate 1270611 1324593 1325248 655 602 13 35 05 2
mDiffFit 279 fargate 1271831 1325717 1326466 749 692 14 39 05 2
mDiffFit 2428 fargate 1273202 1326524 1327272 748 693 12 39 05 2
mDiffFit 2050 fargate 1272960 1326430 1327264 834 765 12 53 05 2
mDiffFit 308 fargate 1273875 1328742 1329481 739 671 13 51 05 2
mDiffFit 2632 fargate 1277801 1329659 1330400 741 621 81 36 05 2
mDiffFit 2858 fargate 1283248 1333118 1333786 668 604 12 47 05 2
mDiffFit 2788 fargate 1272502 1330983 1331795 812 693 14 100 05 2
mDiffFit 3848 fargate 1280713 1335014 1335748 734 683 13 32 05 2
mDiffFit 1100 fargate 1278621 1331848 1332679 831 774 12 40 05 2
mDiffFit 805 fargate 1286188 1333393 1334144 751 701 12 34 05 2
mProject 1844 fargate 1254601 1308692 1335004 26312 194 25893 220 05 2
mDiffFit 886 fargate 1276865 1337349 1338095 746 682 14 46 05 2
mDiffFit 2440 fargate 1281856 1336188 1336984 796 633 71 32 05 2
mDiffFit 706 fargate 1283037 1338483 1339208 725 604 15 102 05 2
mProject 3303 fargate 1258564 1311182 1336338 25156 184 24712 256 05 2
mDiffFit 635 fargate 1284847 1338477 1339199 722 612 13 92 05 2
mDiffFit 329 fargate 1287830 1340866 1341612 746 685 13 44 05 2
mDiffFit 1011 fargate 1282525 1337543 1338363 820 703 77 37 05 2
mDiffFit 4337 fargate 1290972 1344632 1345383 751 700 13 33 05 2
mProject 3430 fargate 1264655 1318596 1344327 25731 206 25287 234 05 2
mDiffFit 3590 fargate 1291862 1346030 1346747 717 597 81 36 05 2
mProject 1631 fargate 1265768 1320600 1346817 26217 192 25730 290 05 2
mDiffFit 2286 fargate 1293049 1348242 1348994 752 673 18 56 05 2
mDiffFit 3822 fargate 1293883 1349015 1349738 723 607 13 100 05 2
mProject 137 fargate 1263193 1319823 1346117 26294 217 25823 250 05 2
mDiffFit 4060 fargate 1294849 1349288 1350084 796 686 12 94 05 2
mDiffFit 4116 fargate 1297840 1351350 1352092 742 684 13 41 05 2
mDiffFit 3740 fargate 1296035 1350320 1351045 725 672 14 34 05 2
mDiffFit 2875 fargate 1298828 1352841 1353574 733 678 13 38 05 2
mDiffFit 940 fargate 1300778 1355052 1355713 661 599 12 45 05 2
mDiffFit 1211 fargate 1301874 1356687 1357414 727 610 28 85 05 2
mDiffFit 816 fargate 1302537 1357152 1357809 657 594 13 45 05 2
mProject 1753 fargate 1278008 1331424 1357488 26064 135 25668 192 05 2
mDiffFit 492 fargate 1303943 1359944 1360692 748 690 13 42 05 2
mDiffFit 934 fargate 1305415 1358959 1359675 716 606 20 84 05 2
mDiffFit 2182 fargate 1300962 1358722 1359453 731 685 14 28 05 2
mDiffFit 3608 fargate 1310818 1359396 1360124 728 609 15 100 05 2
mDiffFit 933 fargate 1304898 1359564 1360302 738 675 19 40 05 2
mDiffFit 3713 fargate 1308879 1362724 1363440 716 605 12 96 05 2
mDiffFit 3602 fargate 1308055 1361520 1362295 775 683 15 72 05 2
mDiffFit 3678 fargate 1312607 1367552 1368284 732 626 62 36 05 2
mProject 1775 fargate 1285902 1340584 1366346 25762 216 25347 195 05 2
mDiffFit 2682 fargate 1313065 1366773 1367509 736 626 68 38 05 2
mDiffFit 2937 fargate 1318945 1369432 1370182 750 692 22 33 05 2
mDiffFit 3952 fargate 1313970 1368446 1369193 747 684 29 30 05 2
mDiffFit 3640 fargate 1316040 1369969 1370723 754 704 16 30 05 2
mDiffFit 4015 fargate 1317420 1371246 1371966 720 607 79 30 05 2
mProject 1644 fargate 1290722 1343433 1369681 26248 185 25813 246 05 2
mProject 87 fargate 1303275 1357167 1374991 17824 254 17356 210 05 2
mProject 1634 fargate 1292525 1346984 1372580 25596 260 25072 259 05 2
mDiffFit 3620 fargate 1321892 1376752 1377478 726 601 13 107 05 2
mDiffFit 3807 fargate 1318441 1371862 1372652 790 690 13 83 05 2
mDiffFit 1950 fargate 1323294 1378200 1378924 724 603 78 38 05 2
mDiffFit 4129 fargate 1322616 1378282 1379016 734 686 12 31 05 2
mDiffFit 737 fargate 1323988 1377426 1378142 716 612 16 84 05 2
mDiffFit 4089 fargate 1324939 1379733 1380545 812 691 20 96 05 2
mDiffFit 315 fargate 1326531 1380086 1380909 823 709 14 95 05 2
mDiffFit 2271 fargate 1329010 1383097 1383731 634 528 64 38 05 2
mDiffFit 384 fargate 1330857 1384162 1384972 810 694 19 93 05 2
mDiffFit 2308 fargate 1338065 1388745 1389486 741 684 12 40 05 2
mDiffFit 1218 fargate 1334026 1386719 1387466 747 694 12 36 05 2
mDiffFit 670 fargate 1333121 1387122 1387900 778 697 14 64 05 2
mProject 164 fargate 1307904 1365550 1391120 25570 249 25034 283 05 2
mDiffFit 1247 fargate 1343343 1391497 1392210 713 600 13 96 05 2
mProject 40 fargate 1311888 1365012 1390498 25486 197 25085 201 05 2
mDiffFit 2431 fargate 1339024 1393664 1394374 710 603 13 91 05 2
mDiffFit 3708 fargate 1339148 1392725 1393562 837 779 12 42 05 2
mDiffFit 3597 fargate 1340907 1395079 1395831 752 680 24 45 05 2
mDiffFit 1015 fargate 1342624 1396009 1396811 802 693 13 93 05 2
mProject 35 fargate 1317957 1371046 1397169 26123 151 25747 221 05 2
mDiffFit 4524 fargate 1349095 1399541 1400320 779 694 12 69 05 2
mProject 111 fargate 1320821 1373830 1399787 25957 131 25503 263 05 2
mDiffFit 2564 fargate 1346177 1401774 1402537 763 703 13 43 05 2
mDiffFit 2917 fargate 1347571 1401245 1402061 816 764 13 36 05 2
mDiffFit 391 fargate 1348088 1400865 1401616 751 694 12 42 05 2
mDiffFit 375 fargate 1343145 1401604 1402436 832 764 13 50 05 2
mDiffFit 551 fargate 1344034 1399808 1400556 748 683 16 42 05 2
mProject 1635 fargate 1261814 1344606 1402853 58247 227 57757 258 05 2
mDiffFit 824 fargate 1350921 1405100 1405762 662 605 15 38 05 2
mDiffFit 501 fargate 1351927 1405909 1406665 756 701 12 39 05 2
mProject 165 fargate 1326069 1380781 1406411 25630 203 25196 226 05 2
mDiffFit 4094 fargate 1353377 1405941 1406682 741 693 15 29 05 2
mProject 3302 fargate 1333334 1386536 1407648 21112 182 20721 204 05 2
mDiffFit 2461 fargate 1354055 1409781 1410525 744 682 17 41 05 2
mProject 3468 fargate 1327967 1384174 1410371 26197 200 25713 281 05 2
mDiffFit 2874 fargate 1355019 1409651 1410392 741 691 19 27 05 2
mDiffFit 2880 fargate 1355725 1410343 1411082 739 684 12 38 05 2
mDiffFit 4141 fargate 1356193 1409944 1410679 735 676 13 41 05 2
mProject 1732 fargate 1331899 1385207 1410876 25669 265 25202 197 05 2
mDiffFit 2173 fargate 1352629 1406476 1407175 699 596 13 87 05 2
mDiffFit 2963 fargate 1360686 1413539 1414278 739 672 13 50 05 2
mDiffFit 2356 fargate 1360948 1413779 1414503 724 616 12 91 05 2
mProject 1657 fargate 1334961 1389024 1414827 25803 131 25372 233 05 2
mDiffFit 1033 fargate 1362628 1416313 1417140 827 699 14 110 05 2
mProject 3445 fargate 1336124 1389760 1415499 25739 191 25305 239 05 2
mDiffFit 485 fargate 1361935 1417384 1418121 737 686 12 36 05 2
mDiffFit 2043 fargate 1364074 1418071 1418797 726 611 70 40 05 2
mDiffFit 2932 fargate 1365024 1419097 1419834 737 681 11 40 05 2
mDiffFit 3707 fargate 1365450 1418835 1419545 710 586 16 103 05 2
mDiffFit 392 fargate 1366227 1418724 1419475 751 693 15 38 05 2
mProject 3283 fargate 1341926 1394956 1421130 26174 235 25678 257 05 2
mDiffFit 1094 fargate 1369207 1425278 1426074 796 709 18 65 05 2
mDiffFit 3592 fargate 1370981 1424425 1425173 748 675 14 55 05 2
mDiffFit 2854 fargate 1372632 1426577 1427301 724 615 67 37 05 2
mDiffFit 2223 fargate 1371944 1423589 1424342 753 686 18 44 05 2
mDiffFit 3849 fargate 1373171 1426515 1427246 731 669 13 45 05 2
mDiffFit 4452 fargate 1376199 1429361 1430117 756 701 12 38 05 2
mDiffFit 4124 fargate 1377463 1430368 1431071 703 601 13 86 05 2
mDiffFit 2000 fargate 1373393 1426682 1427428 746 693 15 35 05 2
mDiffFit 575 fargate 1379275 1433029 1433862 833 768 13 47 05 2
mDiffFit 3614 fargate 1381001 1435236 1436017 781 610 12 155 05 2
mDiffFit 2352 fargate 1386545 1436315 1437080 765 707 12 40 05 2
mDiffFit 2551 fargate 1382640 1436244 1436993 749 693 14 37 05 2
mDiffFit 2628 fargate 1384199 1437217 1438040 823 706 16 96 05 2
mDiffFit 1360 fargate 1383417 1439316 1440056 740 685 11 38 05 2
mProject 1790 fargate 1359153 1413539 1439773 26234 199 25809 223 05 2
mDiffFit 3671 fargate 1387478 1440627 1441366 739 622 74 38 05 2
mDiffFit 2636 fargate 1391982 1442755 1443507 752 701 15 33 05 2
mDiffFit 2267 fargate 1391018 1444744 1445472 728 618 77 29 05 2
mDiffFit 2420 fargate 1397283 1444667 1445425 758 595 13 147 05 2
mDiffFit 4186 fargate 1393197 1447130 1447867 737 680 13 41 05 2
mDiffFit 4114 fargate 1392640 1446423 1447168 745 691 16 34 05 2
mDiffFit 2113 fargate 1393417 1446169 1446908 739 685 14 35 05 2
mProject 1807 fargate 1368289 1421632 1447953 26321 196 25838 283 05 2
mDiffFit 2305 fargate 1388353 1442900 1443658 758 705 13 37 05 2
mDiffFit 2068 fargate 1394205 1448198 1448945 747 688 14 41 05 2
mProject 3379 fargate 1363389 1420525 1446552 26027 206 25576 240 05 2
mDiffFit 3580 fargate 1399360 1449492 1450240 748 612 74 58 05 2
mDiffFit 4152 fargate 1401125 1450223 1450966 743 697 12 30 05 2
mDiffFit 2664 fargate 1398408 1453092 1453820 728 613 77 35 05 2
mDiffFit 4475 fargate 1403439 1453197 1453990 793 686 15 88 05 2
mDiffFit 747 fargate 1401989 1455076 1455808 732 674 12 42 05 2
mProject 1791 fargate 1376515 1429700 1455873 26173 138 25783 246 05 2
mDiffFit 3844 fargate 1403196 1457517 1458265 748 694 13 36 05 2
mDiffFit 4078 fargate 1404206 1457583 1458338 755 701 15 34 05 2
mProject 1846 fargate 1380439 1432878 1459065 26187 186 25696 301 05 2
mDiffFit 3791 fargate 1402663 1460574 1461383 809 696 13 95 05 2
mDiffFit 1117 fargate 1406743 1460883 1461630 747 691 13 39 05 2
mDiffFit 2770 fargate 1408471 1462237 1462975 738 619 15 41 05 2
mProject 103 fargate 1381971 1436405 1462772 26367 245 25849 268 05 2
mDiffFit 3826 fargate 1409385 1464912 1465579 667 606 13 43 05 2
mDiffFit 2469 fargate 1411193 1464446 1465253 807 695 17 90 05 2
mProject 235 fargate 1384933 1439272 1465443 26171 199 25727 241 05 2
mDiffFit 4503 fargate 1413223 1467096 1467839 743 683 13 43 05 2
mProject 3367 fargate 1389311 1442768 1468950 26182 192 25775 210 05 2
mDiffFit 2927 fargate 1415447 1470946 1471708 762 704 13 42 05 2
mDiffFit 2466 fargate 1414210 1469320 1470062 742 683 16 38 05 2
mDiffFit 1931 fargate 1416753 1469788 1470534 746 687 21 35 05 2
mDiffFit 3618 fargate 1418535 1471983 1472702 719 607 67 40 05 2
mDiffFit 3747 fargate 1421228 1476264 1477026 762 693 13 51 05 2
mDiffFit 3582 fargate 1422026 1475102 1475850 748 687 13 44 05 2
mProject 1751 fargate 1396552 1449870 1476136 26266 271 25802 190 05 2
mDiffFit 3742 fargate 1423461 1477267 1478013 746 687 13 42 05 2
mDiffFit 1076 fargate 1425294 1478882 1479631 749 693 13 38 05 2
mDiffFit 2889 fargate 1425336 1477702 1478419 717 598 13 100 05 2
mDiffFit 3005 fargate 1424211 1479268 1480005 737 690 13 30 05 2
mDiffFit 393 fargate 1428649 1482556 1483302 746 672 29 42 05 2
mDiffFit 2819 fargate 1423231 1480790 1481425 635 517 76 38 05 2
mDiffFit 2361 fargate 1429174 1483016 1483829 813 692 14 102 05 2
mDiffFit 4419 fargate 1432027 1484534 1485252 718 610 66 37 05 2
mDiffFit 4167 fargate 1431867 1486450 1487183 733 687 13 30 05 2
mDiffFit 3488 fargate 1432696 1487145 1487778 633 587 12 28 05 2
mProject 3352 fargate 1407799 1457077 1483144 26067 176 25625 262 05 2
mDiffFit 555 fargate 1431227 1485206 1485939 733 615 70 43 05 2
mDiffFit 1037 fargate 1437668 1491163 1491895 732 672 16 39 05 2
mDiffFit 2287 fargate 1436456 1490893 1491631 738 684 12 39 05 2
mProject 3312 fargate 1411990 1465423 1491402 25979 195 25530 248 05 2
mDiffFit 2792 fargate 1436849 1492605 1493357 752 690 18 38 05 2
mProject 29 fargate 1412681 1465968 1491719 25751 189 25314 244 05 2
mDiffFit 4014 fargate 1438664 1493244 1493986 742 677 20 41 05 2
mProject 237 fargate 1415248 1468426 1494743 26317 191 25820 302 05 2
mDiffFit 2167 fargate 1441964 1498123 1498773 650 595 13 39 05 2
mDiffFit 2724 fargate 1445325 1498890 1499646 756 701 14 37 05 2
mDiffFit 1226 fargate 1446081 1499101 1499847 746 704 12 25 05 2
mDiffFit 3007 fargate 1444231 1499906 1500645 739 683 14 38 05 2
mDiffFit 568 fargate 1445944 1498685 1499511 826 703 12 103 05 2
mProject 3380 fargate 1419445 1473346 1498967 25621 185 25201 226 05 2
mDiffFit 4145 fargate 1446898 1500205 1501327 1122 709 13 397 05 2
mDiffFit 1942 fargate 1442028 1499552 1500265 713 606 13 91 05 2
mDiffFit 1361 fargate 1442705 1496833 1497581 748 696 14 35 05 2
mDiffFit 2954 fargate 1450895 1505207 1505918 711 601 73 33 05 2
mDiffFit 2570 fargate 1451236 1504854 1505567 713 602 75 32 05 2
mDiffFit 711 fargate 1453319 1507951 1508713 762 703 13 41 05 2
mDiffFit 984 fargate 1456454 1510859 1511584 725 621 12 86 05 2
mDiffFit 2916 fargate 1456945 1510040 1510845 805 624 14 96 05 2
mDiffFit 2157 fargate 1455358 1509966 1510796 830 707 79 41 05 2
mDiffFit 273 fargate 1458721 1514058 1514799 741 694 13 31 05 2
