task id resource fire_time start_time end_time time execution_time upload_time cpu memory
mDiffFit 3495 fargate 3784996 3859702 3860449 747 681 14 47 05 2
mDiffFit 4607 fargate 3808015 3862835 3863582 747 690 16 36 05 2
mDiffFit 2377 fargate 3809396 3863151 3863908 757 694 18 42 05 2
mDiffFit 1001 fargate 3808032 3862864 3863611 747 688 16 38 05 2
mDiffFit 4353 fargate 3813900 3862905 3863659 754 695 17 38 05 2
mDiffFit 3561 fargate 3811354 3864160 3864889 729 672 14 38 05 2
mDiffFit 599 fargate 3806786 3864026 3864770 744 683 14 43 05 2
mDiffFit 3516 fargate 3814580 3868755 3869509 754 685 29 37 05 2
mDiffFit 4294 fargate 3814726 3868442 3869256 814 697 70 41 05 2
mDiffFit 4179 fargate 3815372 3868510 3869326 816 699 13 101 05 2
mDiffFit 4463 fargate 3810356 3866802 3867556 754 696 14 40 05 2
mDiffFit 1220 fargate 3820974 3871207 3872012 805 676 12 111 05 2
mDiffFit 4288 fargate 3804702 3868452 3869184 732 619 70 40 05 2
mDiffFit 2177 fargate 3818038 3871567 3872286 719 610 70 35 05 2
mDiffFit 4507 fargate 3819478 3874052 3874715 663 606 13 39 05 2
mDiffFit 4274 fargate 3820482 3874463 3875145 682 602 13 63 05 2
mDiffFit 2986 fargate 3821362 3876389 3877140 751 696 14 36 05 2
mDiffFit 4202 fargate 3827136 3877584 3878318 734 618 77 35 05 2
mDiffFit 2905 fargate 3816894 3878072 3878816 744 681 18 39 05 2
mDiffFit 295 fargate 3827829 3881939 3882664 725 604 14 104 05 2
mDiffFit 2222 fargate 3824290 3878776 3879503 727 614 70 40 05 2
mDiffFit 2748 fargate 3825779 3879426 3880158 732 621 70 35 05 2
mDiffFit 1185 fargate 3825868 3879604 3880378 774 697 13 61 05 2
mDiffFit 2512 fargate 3826972 3881162 3881890 728 669 14 41 05 2
mDiffFit 2391 fargate 3831409 3886759 3887494 735 679 16 33 05 2
mDiffFit 3789 fargate 3833523 3887326 3888134 808 687 14 103 05 2
mProject 79 fargate 3801295 3859650 3885721 26071 206 25674 187 05 2
mDiffFit 4305 fargate 3831038 3884803 3885581 778 689 14 71 05 2
mProject 241 fargate 3805746 3860059 3885513 25454 195 25000 255 05 2
mDiffFit 2442 fargate 3836801 3886064 3886897 833 712 14 44 05 2
mDiffFit 1083 fargate 3829631 3886400 3887143 743 687 14 38 05 2
mDiffFit 1957 fargate 3830487 3884313 3885064 751 694 17 37 05 2
mDiffFit 2467 fargate 3832430 3886490 3887237 747 697 13 32 05 2
mDiffFit 908 fargate 3837289 3890688 3891442 754 691 14 44 05 2
mDiffFit 4058 fargate 3836049 3891395 3892165 770 694 28 44 05 2
mDiffFit 2649 fargate 3834920 3889438 3890235 797 684 18 91 05 2
mDiffFit 2088 fargate 3839694 3894963 3895707 744 677 19 45 05 2
mDiffFit 471 fargate 3844377 3899236 3900073 837 629 77 68 05 2
mDiffFit 4609 fargate 3842522 3895918 3896669 751 696 13 38 05 2
mDiffFit 4059 fargate 3838735 3894008 3894756 748 689 13 42 05 2
mDiffFit 1304 fargate 3849733 3903295 3904110 815 771 13 26 05 2
mDiffFit 904 fargate 3849175 3902972 3903731 759 698 13 44 05 2
mDiffFit 4303 fargate 3847565 3902587 3903239 652 593 13 43 05 2
mDiffFit 2866 fargate 3847384 3902040 3902689 649 592 13 40 05 2
mDiffFit 4388 fargate 3846172 3899516 3900340 824 706 13 40 05 2
mDiffFit 1917 fargate 3853669 3900794 3901557 763 612 81 66 05 2
mDiffFit 3655 fargate 3843965 3900719 3901486 767 708 13 43 05 2
mDiffFit 597 fargate 3850629 3904224 3904950 726 611 16 96 05 2
mDiffFit 2716 fargate 3853868 3907126 3907852 726 622 70 30 05 2
mDiffFit 3702 fargate 3855428 3908924 3909732 808 693 13 98 05 2
mDiffFit 2777 fargate 3854443 3909743 3910468 725 623 63 35 05 2
mDiffFit 4307 fargate 3855222 3908833 3909564 731 672 17 39 05 2
mDiffFit 2582 fargate 3859088 3908345 3908979 634 519 14 97 05 2
mDiffFit 2968 fargate 3859457 3913268 3913980 712 600 74 35 05 2
mDiffFit 2255 fargate 3857614 3912707 3913453 746 693 14 34 05 2
mDiffFit 4178 fargate 3858966 3912890 3913636 746 686 13 42 05 2
mDiffFit 1911 fargate 3862836 3917679 3918427 748 686 18 41 05 2
mDiffFit 2099 fargate 3867701 3916553 3917308 755 688 17 45 05 2
mDiffFit 1171 fargate 3860652 3916425 3917133 708 606 67 31 05 2
mDiffFit 4026 fargate 3862319 3916923 3917669 746 689 13 40 05 2
mDiffFit 483 fargate 3862104 3915494 3916243 749 688 14 41 05 2
mDiffFit 363 fargate 3864784 3919298 3920031 733 625 64 41 05 2
mDiffFit 423 fargate 3866723 3921175 3921907 732 672 12 43 05 2
mDiffFit 2250 fargate 3868902 3924038 3924776 738 688 12 33 05 2
mDiffFit 1314 fargate 3870839 3924675 3925422 747 688 18 36 05 2
mDiffFit 352 fargate 3867816 3920769 3921579 810 654 57 39 05 2
mProject 80 fargate 3841456 3896401 3922561 26160 199 25699 259 05 2
mDiffFit 2375 fargate 3871951 3925601 3926271 670 611 12 42 05 2
mDiffFit 2656 fargate 3873213 3929730 3930423 693 599 17 71 05 2
mDiffFit 615 fargate 3874780 3930294 3931037 743 688 13 38 05 2
mDiffFit 3576 fargate 3876494 3930204 3930935 731 619 73 35 05 2
mDiffFit 1063 fargate 3874131 3927148 3927983 835 769 13 48 05 2
mDiffFit 2665 fargate 3871874 3928691 3929439 748 694 14 34 05 2
mDiffFit 2387 fargate 3879132 3934036 3934782 746 701 13 29 05 2
mDiffFit 3591 fargate 3877821 3932196 3933022 826 777 13 31 05 2
mDiffFit 4358 fargate 3883447 3930718 3931464 746 700 13 28 05 2
mDiffFit 804 fargate 3877758 3932626 3933362 736 680 12 39 05 2
mDiffFit 2719 fargate 3884148 3934029 3934749 720 611 74 31 05 2
mDiffFit 259 fargate 3878285 3932498 3933251 753 698 14 37 05 2
mDiffFit 4318 fargate 3879976 3927143 3927893 750 689 22 36 05 2
mDiffFit 4172 fargate 3886537 3939353 3940079 726 613 12 96 05 2
mDiffFit 1922 fargate 3883882 3937369 3938102 733 684 13 30 05 2
mDiffFit 2657 fargate 3882325 3938528 3939282 754 691 12 46 05 2
mDiffFit 2878 fargate 3890223 3942668 3943494 826 717 74 31 05 2
mDiffFit 2658 fargate 3891449 3945131 3945860 729 674 12 38 05 2
mDiffFit 478 fargate 3887913 3944196 3944958 762 698 14 46 05 2
mDiffFit 439 fargate 3889327 3943137 3943873 736 679 14 38 05 2
mDiffFit 2204 fargate 3885952 3942682 3943406 724 612 14 94 05 2
mDiffFit 4326 fargate 3890166 3944622 3945364 742 687 14 37 05 2
mDiffFit 2236 fargate 3893490 3947669 3948400 731 671 15 41 05 2
mDiffFit 2098 fargate 3898119 3951832 3952580 748 693 12 37 05 2
mDiffFit 2708 fargate 3894718 3947723 3948461 738 675 19 41 05 2
mDiffFit 1955 fargate 3896547 3951618 3952353 735 626 72 33 05 2
mDiffFit 3911 fargate 3894321 3948645 3949374 729 622 60 43 05 2
mDiffFit 1954 fargate 3899111 3953002 3953724 722 619 13 85 05 2
mDiffFit 4399 fargate 3900716 3955179 3955847 668 603 14 48 05 2
mDiffFit 3596 fargate 3899335 3953305 3954111 806 690 75 37 05 2
mDiffFit 2751 fargate 3902517 3956177 3956900 723 676 13 30 05 2
mDiffFit 1186 fargate 3902178 3960046 3960792 746 691 13 37 05 2
mDiffFit 2249 fargate 3901857 3958383 3959126 743 683 12 43 05 2
mDiffFit 1347 fargate 3903763 3959109 3959852 743 619 86 33 05 2
mDiffFit 2243 fargate 3906897 3960442 3961168 726 613 69 39 05 2
mDiffFit 2609 fargate 3906571 3960735 3961387 652 591 19 38 05 2
mDiffFit 2091 fargate 3905205 3961533 3962265 732 677 14 37 05 2
mDiffFit 314 fargate 3906556 3960650 3961476 826 770 17 35 05 2
mDiffFit 2251 fargate 3913867 3964746 3965490 744 688 14 37 05 2
mDiffFit 826 fargate 3908347 3962982 3963611 629 574 16 34 05 2
mDiffFit 4599 fargate 3911779 3965830 3966551 721 616 65 36 05 2
mDiffFit 2566 fargate 3912772 3966019 3966738 719 616 70 28 05 2
mDiffFit 2752 fargate 3913860 3969195 3969939 744 685 13 41 05 2
mDiffFit 1095 fargate 3917135 3970896 3971639 743 684 13 41 05 2
mDiffFit 334 fargate 3916557 3970308 3971040 732 622 66 41 05 2
mDiffFit 2501 fargate 3912190 3970066 3970819 753 695 14 40 05 2
mDiffFit 4440 fargate 3918357 3973933 3974753 820 701 75 39 05 2
mDiffFit 2239 fargate 3915254 3973251 3974064 813 695 73 41 05 2
mDiffFit 987 fargate 3922773 3977367 3978116 749 697 14 34 05 2
mDiffFit 2007 fargate 3924659 3977781 3978512 731 686 13 29 05 2
mDiffFit 2652 fargate 3918893 3977506 3978243 737 683 13 38 05 2
mDiffFit 2120 fargate 3925504 3980127 3980962 835 710 79 42 05 2
mDiffFit 2393 fargate 3926573 3979944 3980699 755 698 15 37 05 2
mDiffFit 1302 fargate 3921688 3977350 3978105 755 610 12 128 05 2
mDiffFit 2372 fargate 3926893 3981786 3982552 766 698 13 52 05 2
mDiffFit 3748 fargate 3922251 3982114 3982858 744 684 14 41 05 2
mDiffFit 2011 fargate 3929769 3982337 3983140 803 676 19 103 05 2
mDiffFit 3704 fargate 3931042 3984795 3985549 754 693 15 42 05 2
mDiffFit 1387 fargate 3931741 3984904 3985655 751 695 13 39 05 2
mDiffFit 2253 fargate 3932300 3988420 3989256 836 710 74 46 05 2
mDiffFit 2302 fargate 3934712 3987265 3988006 741 688 11 37 05 2
mDiffFit 4311 fargate 3928758 3988881 3989588 707 596 13 95 05 2
mDiffFit 2135 fargate 3935544 3988318 3989126 808 684 14 107 05 2
mDiffFit 1958 fargate 3933359 3991838 3992587 749 683 14 48 05 2
mDiffFit 2010 fargate 3938977 3992353 3993084 731 613 75 39 05 2
mDiffFit 2576 fargate 3943925 3993742 3994475 733 679 14 35 05 2
mDiffFit 1959 fargate 3944751 3991576 3992262 686 636 14 32 05 2
mDiffFit 2209 fargate 3939706 3994795 3995604 809 701 13 90 05 2
mDiffFit 4382 fargate 3941776 3996292 3996939 647 589 13 41 05 2
mDiffFit 2115 fargate 3941069 3992721 3993443 722 668 13 37 05 2
mDiffFit 2208 fargate 3920931 3995445 3996483 1038 979 18 34 05 2
mDiffFit 2248 fargate 3944466 3999289 4000041 752 695 15 38 05 2
mDiffFit 3974 fargate 3937209 3996974 3997711 737 617 74 41 05 2
mDiffFit 2645 fargate 3945550 3999028 3999784 756 698 12 42 05 2
mDiffFit 2606 fargate 3938778 3993758 3994422 664 595 16 49 05 2
mDiffFit 707 fargate 3951902 4002037 4002857 820 711 74 31 05 2
mDiffFit 2009 fargate 3946928 4002743 4003492 749 694 13 38 05 2
mDiffFit 2016 fargate 3946685 4001763 4002416 653 597 13 38 05 2
mDiffFit 4213 fargate 3949508 4001831 4002486 655 593 12 45 05 2
mDiffFit 3696 fargate 3949763 4003959 4004787 828 709 13 102 05 2
mDiffFit 1070 fargate 3953061 4006959 4007690 731 681 12 34 05 2
mDiffFit 2882 fargate 3953147 4006939 4007667 728 608 13 103 05 2
mDiffFit 2212 fargate 3957044 4006789 4007617 828 707 13 37 05 2
mDiffFit 1960 fargate 3954066 4009525 4010255 730 613 12 101 05 2
mDiffFit 2821 fargate 3954771 4008179 4008920 741 681 14 42 05 2
mDiffFit 2013 fargate 3958740 4012371 4013172 801 619 70 107 05 2
mDiffFit 985 fargate 3959538 4013786 4014527 741 691 13 34 05 2
mDiffFit 788 fargate 3959893 4015782 4016593 811 696 13 98 05 2
mDiffFit 2244 fargate 3961210 4015341 4016175 834 776 16 38 05 2
mDiffFit 1961 fargate 3963383 4017311 4018049 738 691 18 26 05 2
mDiffFit 4239 fargate 3964246 4016575 4017358 783 690 13 77 05 2
mDiffFit 909 fargate 3964105 4018756 4019563 807 698 13 92 05 2
mDiffFit 2739 fargate 3965656 4019781 4020524 743 696 15 28 05 2
mDiffFit 899 fargate 3968721 4021174 4021921 747 698 13 32 05 2
mDiffFit 3923 fargate 3966800 4021829 4022585 756 695 12 45 05 2
mDiffFit 2337 fargate 3970158 4025263 4025986 723 619 66 33 05 2
mDiffFit 2915 fargate 3964777 4021666 4022415 749 692 13 39 05 2
mDiffFit 2617 fargate 3971247 4024559 4025291 732 614 72 43 05 2
mDiffFit 1962 fargate 3972703 4026590 4027294 704 599 14 86 05 2
mDiffFit 2008 fargate 3974300 4028561 4029374 813 703 13 93 05 2
mDiffFit 2680 fargate 3974847 4027717 4028448 731 675 12 41 05 2
mDiffFit 2121 fargate 3975790 4028638 4029381 743 690 13 36 05 2
mProject 3383 fargate 3955554 4009224 4030219 20995 168 20548 275 05 2
mDiffFit 3698 fargate 3969999 4027919 4028740 821 690 74 54 05 2
mDiffFit 2202 fargate 3983202 4031403 4032057 654 593 13 45 05 2
mDiffFit 4229 fargate 3977431 4032643 4033338 695 525 73 38 05 2
mDiffFit 1312 fargate 3979107 4033970 4034831 861 783 18 56 05 2
mDiffFit 2017 fargate 3975730 4035736 4036489 753 693 14 42 05 2
mDiffFit 1971 fargate 3981290 4036958 4037703 745 685 16 40 05 2
mDiffFit 4270 fargate 3988640 4037813 4038511 698 608 12 72 05 2
mDiffFit 2679 fargate 3983603 4036699 4037443 744 699 13 27 05 2
mDiffFit 2693 fargate 3979172 4033390 4034218 828 715 13 94 05 2
mDiffFit 2418 fargate 3984316 4038998 4039755 757 685 14 52 05 2
mDiffFit 4480 fargate 3984891 4038513 4039234 721 606 14 98 05 2
mDiffFit 500 fargate 3980179 4038545 4039339 794 675 15 101 05 2
mDiffFit 2404 fargate 3986153 4040948 4041671 723 613 14 90 05 2
mDiffFit 612 fargate 3988342 4042696 4043419 723 668 14 37 05 2
mDiffFit 2119 fargate 3993371 4041724 4042367 643 595 18 27 05 2
mDiffFit 2643 fargate 3989118 4042597 4043401 804 685 13 103 05 2
mDiffFit 602 fargate 3991353 4046856 4047600 744 690 13 38 05 2
mDiffFit 3632 fargate 3993636 4046821 4047545 724 664 18 39 05 2
mDiffFit 4621 fargate 3994930 4048956 4049723 767 677 15 71 05 2
mDiffFit 2646 fargate 3996171 4048813 4049533 720 669 14 34 05 2
mDiffFit 300 fargate 3994343 4049373 4050109 736 688 12 32 05 2
mDiffFit 1019 fargate 3990314 4047455 4048281 826 703 77 42 05 2
mDiffFit 2912 fargate 3998681 4051604 4052267 663 604 17 38 05 2
mDiffFit 1078 fargate 3998387 4053096 4053906 810 699 13 93 05 2
mDiffFit 1297 fargate 3999214 4053520 4054419 899 783 13 98 05 2
mDiffFit 2516 fargate 4000505 4055205 4055870 665 608 13 40 05 2
mDiffFit 2588 fargate 4002756 4054277 4054930 653 597 15 37 05 2
mDiffFit 4589 fargate 4003889 4058307 4059029 722 603 14 102 05 2
mDiffFit 2740 fargate 4003539 4056370 4057100 730 618 71 37 05 2
mDiffFit 982 fargate 4004381 4057629 4058434 805 629 71 28 05 2
mDiffFit 524 fargate 4005221 4059445 4060201 756 697 12 41 05 2
mDiffFit 780 fargate 4015254 4061213 4061948 735 671 14 44 05 2
mDiffFit 2373 fargate 4008428 4060624 4061393 769 684 19 63 05 2
mDiffFit 619 fargate 4008735 4062322 4063147 825 713 13 96 05 2
mDiffFit 673 fargate 4009266 4062893 4063636 743 683 13 43 05 2
mDiffFit 1301 fargate 4017889 4066889 4067628 739 684 13 39 05 2
mDiffFit 3922 fargate 4012158 4066410 4067204 794 701 13 76 05 2
mDiffFit 2848 fargate 4013440 4067049 4067769 720 607 15 93 05 2
mDiffFit 917 fargate 4013910 4067252 4067973 721 616 14 88 05 2
mDiffFit 4079 fargate 4014528 4066713 4067537 824 702 14 40 05 2
mDiffFit 561 fargate 4018796 4071276 4072002 726 615 13 93 05 2
mDiffFit 463 fargate 4018467 4072184 4073029 845 790 12 40 05 2
mDiffFit 748 fargate 4019583 4072471 4073190 719 670 21 25 05 2
mDiffFit 4519 fargate 4022218 4074669 4075403 734 680 15 35 05 2
mDiffFit 1012 fargate 4007787 4077241 4077989 748 698 13 34 05 2
mDiffFit 2037 fargate 4023446 4076139 4076888 749 687 18 40 05 2
mDiffFit 2791 fargate 4023957 4077231 4078061 830 771 19 34 05 2
mDiffFit 1939 fargate 4023603 4079317 4080137 820 693 14 109 05 2
mDiffFit 1026 fargate 4026599 4079322 4080116 794 689 13 89 05 2
mDiffFit 900 fargate 4025167 4079358 4080107 749 690 17 39 05 2
mDiffFit 1386 fargate 4028024 4079862 4080578 716 613 13 85 05 2
mDiffFit 896 fargate 4028509 4081517 4082249 732 611 14 103 05 2
mDiffFit 2090 fargate 4013603 4080707 4081450 743 686 13 38 05 2
mDiffFit 4437 fargate 4030979 4084721 4085449 728 684 12 27 05 2
mDiffFit 4445 fargate 4030982 4084161 4084976 815 698 71 41 05 2
mDiffFit 3629 fargate 4033256 4086701 4087445 744 689 16 34 05 2
mDiffFit 2402 fargate 4033651 4087002 4087765 763 695 22 43 05 2
mDiffFit 2318 fargate 4033457 4087809 4088534 725 616 75 30 05 2
mDiffFit 4138 fargate 4034064 4087998 4088725 727 615 14 94 05 2
mDiffFit 1108 fargate 4035316 4090010 4090865 855 770 12 68 05 2
mDiffFit 1367 fargate 4038104 4091881 4092644 763 621 71 66 05 2
mDiffFit 4454 fargate 4039751 4092501 4093227 726 614 13 32 05 2
mDiffFit 893 fargate 4041810 4094159 4094886 727 682 14 28 05 2
mDiffFit 3762 fargate 4036825 4090714 4091469 755 695 12 44 05 2
mDiffFit 2348 fargate 4042967 4096498 4097325 827 771 14 38 05 2
mDiffFit 1937 fargate 4043273 4096504 4097320 816 703 14 96 05 2
mDiffFit 2644 fargate 4043470 4097492 4098321 829 717 16 92 05 2
mDiffFit 2600 fargate 4043685 4097818 4098453 635 580 14 37 05 2
mDiffFit 3983 fargate 4045633 4099031 4099688 657 594 14 45 05 2
mDiffFit 970 fargate 4046980 4102069 4102797 728 600 18 103 05 2
mDiffFit 897 fargate 4048199 4102234 4102958 724 610 13 97 05 2
mDiffFit 3717 fargate 4053514 4101312 4102144 832 712 75 41 05 2
mDiffFit 1105 fargate 4050739 4103442 4104181 739 695 13 27 05 2
mDiffFit 708 fargate 4045007 4103289 4104031 742 628 71 40 05 2
mDiffFit 4338 fargate 4052841 4105885 4106636 751 697 12 38 05 2
mDiffFit 4126 fargate 4052971 4106054 4106780 726 623 67 31 05 2
mDiffFit 2390 fargate 4053311 4106375 4107114 739 688 13 35 05 2
mDiffFit 1326 fargate 4054014 4104848 4105582 734 619 14 97 05 2
mDiffFit 796 fargate 4055159 4109637 4110366 729 614 71 40 05 2
mDiffFit 3513 fargate 4056607 4109903 4110553 650 598 12 37 05 2
mDiffFit 2847 fargate 4057125 4109468 4110276 808 703 12 90 05 2
mDiffFit 1267 fargate 4059675 4114075 4114833 758 694 18 41 05 2
mDiffFit 4623 fargate 4062720 4116891 4117630 739 695 16 24 05 2
mDiffFit 3545 fargate 4063017 4117066 4117861 795 709 16 66 05 2
mDiffFit 3932 fargate 4062840 4116844 4117656 812 689 13 107 05 2
mDiffFit 525 fargate 4063320 4116364 4117108 744 619 75 45 05 2
mDiffFit 779 fargate 4064061 4116450 4117183 733 688 13 29 05 2
mDiffFit 2514 fargate 4064064 4116841 4117494 653 593 16 41 05 2
mDiffFit 2825 fargate 4066780 4120190 4120986 796 692 14 86 05 2
mDiffFit 2240 fargate 4072858 4121329 4122139 810 697 13 96 05 2
mDiffFit 2104 fargate 4065229 4125444 4126195 751 697 14 36 05 2
mDiffFit 979 fargate 4067146 4119923 4120671 748 689 15 38 05 2
mDiffFit 2014 fargate 4073040 4125876 4126614 738 623 13 97 05 2
mDiffFit 1334 fargate 4072742 4125873 4126612 739 619 73 43 05 2
mDiffFit 1344 fargate 4072745 4125487 4126224 737 684 13 36 05 2
mDiffFit 3611 fargate 4073330 4127059 4127799 740 685 13 37 05 2
mDiffFit 894 fargate 4074225 4127243 4127987 744 689 13 37 05 2
mDiffFit 941 fargate 4075768 4129142 4129916 774 689 14 66 05 2
mDiffFit 620 fargate 4076999 4132154 4132907 753 694 15 39 05 2
mDiffFit 1342 fargate 4078165 4131727 4132465 738 623 69 43 05 2
mDiffFit 895 fargate 4074228 4130266 4130959 693 606 15 68 05 2
mDiffFit 2015 fargate 4082764 4135618 4136406 788 706 12 65 05 2
mDiffFit 2018 fargate 4082767 4136584 4137311 727 608 72 42 05 2
mDiffFit 4606 fargate 4082937 4135757 4136420 663 603 13 43 05 2
mDiffFit 3730 fargate 4083047 4138102 4138828 726 612 13 97 05 2
mDiffFit 4386 fargate 4084419 4137272 4137994 722 604 12 102 05 2
mDiffFit 4393 fargate 4084434 4133268 4134017 749 687 18 38 05 2
mDiffFit 370 fargate 4085772 4139062 4139815 753 691 14 43 05 2
mDiffFit 2178 fargate 4093668 4142215 4142862 647 596 12 34 05 2
mDiffFit 1350 fargate 4083604 4136505 4137236 731 607 75 45 05 2
mDiffFit 327 fargate 4092569 4146469 4147202 733 620 71 38 05 2
mDiffFit 3514 fargate 4092572 4145847 4146583 736 686 13 32 05 2
mDiffFit 3953 fargate 4092771 4146177 4146902 725 616 72 32 05 2
mDiffFit 3886 fargate 4092769 4146970 4147729 759 698 13 45 05 2
mDiffFit 667 fargate 4093105 4144649 4145290 641 580 13 44 05 2
mDiffFit 797 fargate 4093116 4146781 4147517 736 683 13 36 05 2
mDiffFit 1031 fargate 4094554 4148380 4149098 718 612 67 36 05 2
mDiffFit 2650 fargate 4096462 4151557 4152304 747 616 71 55 05 2
mDiffFit 880 fargate 4094551 4147730 4148473 743 687 15 37 05 2
mDiffFit 2278 fargate 4102602 4156454 4157107 653 599 12 38 05 2
mDiffFit 1956 fargate 4102882 4156514 4157244 730 620 71 35 05 2
mDiffFit 1122 fargate 4103229 4157772 4158518 746 691 13 38 05 2
mDiffFit 2080 fargate 4103226 4156706 4157408 702 595 66 35 05 2
mDiffFit 3975 fargate 4103818 4157683 4158329 646 587 15 39 05 2
mDiffFit 2910 fargate 4104690 4156835 4157605 770 700 18 48 05 2
mDiffFit 2914 fargate 4104692 4157483 4158217 734 673 18 39 05 2
mDiffFit 2217 fargate 4112931 4160200 4160842 642 586 13 40 05 2
mDiffFit 4381 fargate 4113258 4160525 4161176 651 574 13 59 05 2
mDiffFit 2603 fargate 4102878 4161042 4161687 645 593 13 34 05 2
mDiffFit 3976 fargate 4112202 4165369 4166169 800 624 75 36 05 2
mDiffFit 2642 fargate 4112634 4164596 4165364 768 680 40 43 05 2
mDiffFit 4333 fargate 4112637 4163633 4164393 760 697 18 40 05 2
mDiffFit 4055 fargate 4113255 4166080 4166798 718 607 12 33 05 2
mDiffFit 4462 fargate 4114204 4167815 4168545 730 674 13 40 05 2
mDiffFit 2511 fargate 4115017 4168461 4169182 721 612 14 91 05 2
mDiffFit 2169 fargate 4112929 4169826 4170554 728 680 13 31 05 2
mDiffFit 3828 fargate 4121831 4175598 4176317 719 606 70 39 05 2
mDiffFit 2388 fargate 4122223 4175424 4176167 743 689 13 37 05 2
mDiffFit 2354 fargate 4122643 4175807 4176532 725 605 16 101 05 2
mDiffFit 2347 fargate 4122641 4176494 4177327 833 701 81 45 05 2
mDiffFit 3827 fargate 4122955 4175789 4176448 659 605 17 34 05 2
mDiffFit 3981 fargate 4122957 4177553 4178274 721 605 76 36 05 2
mDiffFit 992 fargate 4123727 4177748 4178501 753 691 13 44 05 2
mDiffFit 2259 fargate 4124214 4177691 4178504 813 685 87 37 05 2
mProject 3386 fargate 4102599 4156550 4182153 25603 180 24959 459 05 2
mDiffFit 884 fargate 4123724 4179440 4180255 815 691 79 40 05 2
mDiffFit 3965 fargate 4131466 4184922 4185651 729 609 18 98 05 2
mDiffFit 2006 fargate 4131932 4184900 4185643 743 689 13 36 05 2
mDiffFit 903 fargate 4132280 4185353 4186107 754 619 13 118 05 2
mDiffFit 2684 fargate 4132656 4185741 4186484 743 682 15 43 05 2
mDiffFit 2547 fargate 4132659 4186272 4186995 723 606 14 99 05 2
mDiffFit 2218 fargate 4134350 4188333 4188971 638 576 13 45 05 2
mDiffFit 1316 fargate 4142778 4189716 4190487 771 683 13 70 05 2
mDiffFit 2247 fargate 4141114 4195064 4195819 755 694 16 42 05 2
mDiffFit 2245 fargate 4141108 4194252 4194999 747 686 12 44 05 2
mDiffFit 4224 fargate 4141746 4195113 4195842 729 617 71 37 05 2
mDiffFit 882 fargate 4142082 4195788 4196524 736 677 14 41 05 2
mDiffFit 2012 fargate 4142296 4195033 4195827 794 691 13 85 05 2
mDiffFit 2197 fargate 4142776 4196115 4196830 715 601 72 38 05 2
mDiffFit 2246 fargate 4141111 4195207 4195923 716 609 14 88 05 2
mDiffFit 4064 fargate 4141736 4197682 4198424 742 687 13 36 05 2
mDiffFit 616 fargate 4151446 4204687 4205435 748 692 13 39 05 2
mDiffFit 901 fargate 4151888 4205678 4206435 757 695 16 42 05 2
mDiffFit 2533 fargate 4151892 4205333 4206136 803 668 25 106 05 2
mDiffFit 2389 fargate 4151897 4205201 4205947 746 688 12 42 05 2
mDiffFit 2691 fargate 4151895 4205918 4206726 808 690 13 102 05 2
mDiffFit 2495 fargate 4152083 4205435 4206167 732 680 12 35 05 2
mDiffFit 2520 fargate 4152353 4206423 4207062 639 584 12 39 05 2
mDiffFit 2563 fargate 4161748 4215686 4216410 724 612 19 89 05 2
mDiffFit 4201 fargate 4161906 4215220 4215929 709 593 13 100 05 2
mDiffFit 3613 fargate 4161756 4215549 4216363 814 689 73 47 05 2
mDiffFit 4391 fargate 4161911 4215780 4216504 724 606 79 36 05 2
mDiffFit 4001 fargate 4161903 4213850 4214600 750 695 15 36 05 2
mDiffFit 977 fargate 4161754 4215058 4215811 753 689 14 47 05 2
mDiffFit 791 fargate 4161751 4214827 4215550 723 613 64 41 05 2
mDiffFit 4390 fargate 4161908 4215670 4216299 629 519 71 32 05 2
mDiffFit 395 fargate 4162214 4216648 4217383 735 617 21 38 05 2
mDiffFit 2597 fargate 4162368 4217951 4218671 720 599 75 42 05 2
mDiffFit 2519 fargate 4171796 4220494 4221217 723 606 76 37 05 2
mDiffFit 2211 fargate 4171794 4227075 4227730 655 598 12 41 05 2
mDiffFit 821 fargate 4171798 4224959 4225608 649 590 16 38 05 2
mDiffFit 744 fargate 4171986 4223146 4223791 645 589 12 40 05 2
mDiffFit 4385 fargate 4172014 4225998 4226736 738 616 15 40 05 2
mDiffFit 470 fargate 4171981 4224443 4225170 727 612 11 38 05 2
mDiffFit 4097 fargate 4171984 4224408 4225268 860 800 14 42 05 2
mDiffFit 2522 fargate 4171789 4229010 4229639 629 530 61 34 05 2
mProject 51 fargate 4151700 4204711 4230605 25894 217 25385 287 05 2
mDiffFit 902 fargate 4181533 4235210 4235960 750 625 19 42 05 2
mDiffFit 2005 fargate 4181536 4235912 4236692 780 692 13 71 05 2
mDiffFit 4088 fargate 4181812 4235526 4236235 709 604 66 35 05 2
mDiffFit 1113 fargate 4181824 4235754 4236480 726 680 12 30 05 2
mDiffFit 2131 fargate 4181829 4234807 4235561 754 610 13 126 05 2
mDiffFit 2830 fargate 4182026 4235105 4235843 738 685 15 35 05 2
mDiffFit 262 fargate 4181827 4235523 4236344 821 710 14 36 05 2
mDiffFit 2132 fargate 4191704 4244406 4245156 750 685 13 47 05 2
mDiffFit 4392 fargate 4191686 4244772 4245421 649 585 16 43 05 2
mDiffFit 3964 fargate 4191700 4245003 4245803 800 695 65 36 05 2
mDiffFit 2144 fargate 4191862 4246830 4247567 737 690 13 31 05 2
mDiffFit 898 fargate 4191847 4245659 4246392 733 615 15 99 05 2
