mProject 2 fargate 0 58152 72885 14733 189 14380 160 05 2
mProject 4 fargate 0 53650 73399 19749 178 19316 250 05 2
mProject 8 fargate 0 53684 80017 26333 210 25881 238 05 2
mProject 6 fargate 0 54314 80397 26083 159 25674 245 05 2
mProject 7 fargate 0 51173 77219 26046 231 25571 241 05 2
mProject 10 fargate 0 53420 79565 26145 199 25683 260 05 2
mProject 122 fargate 10046 63743 83072 19329 205 18894 225 05 2
mProject 1 fargate 0 53233 79541 26308 192 25825 285 05 2
mProject 5 fargate 0 55325 81794 26469 209 26008 248 05 2
mProject 3 fargate 0 54550 80719 26169 216 25695 254 05 2
mProject 9 fargate 0 55445 81507 26062 137 25604 257 05 2
mProject 120 fargate 10042 59907 86157 26250 229 25764 251 05 2
mProject 117 fargate 10035 60719 86197 25478 166 25073 234 05 2
mProject 115 fargate 10030 60914 86999 26085 145 25683 254 05 2
mProject 118 fargate 10038 64143 89812 25669 245 25173 247 05 2
mProject 121 fargate 10045 64634 90388 25754 182 25319 244 05 2
mProject 123 fargate 10048 61270 87003 25733 206 25302 220 05 2
mProject 3481 fargate 20071 73553 94704 21151 178 20798 171 05 2
mProject 3479 fargate 20064 73615 94848 21233 234 20762 233 05 2
mProject 114 fargate 10026 63935 90165 26230 366 25625 233 05 2
mProject 119 fargate 10040 64697 90604 25907 186 25445 273 05 2
mProject 116 fargate 10033 64536 90615 26079 209 25591 275 05 2
mProject 3289 fargate 30381 83917 98765 14848 203 14428 214 05 2
mProject 3484 fargate 20196 74089 100171 26082 181 25650 247 05 2
mProject 3483 fargate 20195 70749 96827 26078 211 25609 252 05 2
mProject 3486 fargate 20199 74478 100579 26101 208 25603 287 05 2
mProject 130 fargate 20414 70375 96374 25999 215 25500 280 05 2
mProject 1855 fargate 20400 74671 100777 26106 136 25693 274 05 2
mProject 3482 fargate 20193 79625 100730 21105 195 20702 203 05 2
mProject 3480 fargate 20069 74479 100765 26286 182 25842 259 05 2
mProject 3287 fargate 30376 84423 102063 17640 177 17238 219 05 2
mProject 3290 fargate 30383 78045 104096 26051 180 25624 243 05 2
mProject 3288 fargate 30378 84463 104393 19930 191 19516 219 05 2
mProject 3485 fargate 20198 74449 100663 26214 202 25726 282 05 2
mProject 232 fargate 40406 94724 109302 14578 186 14232 157 05 2
mProject 3285 fargate 30371 83852 109912 26060 239 25574 244 05 2
mProject 159 fargate 30389 83962 109774 25812 212 25370 226 05 2
mProject 224 fargate 40376 94559 113903 19344 173 18919 247 05 2
mProject 127 fargate 30401 85559 111599 26040 190 25618 228 05 2
mProject 3292 fargate 30456 84929 110528 25599 192 25114 290 05 2
mProject 3286 fargate 30374 84387 111044 26657 190 26193 268 05 2
mProject 3291 fargate 30387 88033 113829 25796 216 25279 297 05 2
mProject 13 fargate 50421 104001 118715 14714 155 14358 135 05 2
mProject 226 fargate 40386 92262 118116 25854 351 25234 263 05 2
mProject 228 fargate 40394 95175 121151 25976 203 25499 271 05 2
mProject 239 fargate 40468 95047 120842 25795 182 25403 207 05 2
mProject 225 fargate 40381 95844 121797 25953 196 25510 242 05 2
mProject 230 fargate 40401 91042 116818 25776 208 25298 266 05 2
mProject 229 fargate 40398 94180 120204 26024 189 25595 236 05 2
mProject 12 fargate 50419 107811 122535 14724 137 14469 114 05 2
mProject 213 fargate 50599 104310 125255 20945 209 20513 219 05 2
mProject 212 fargate 50587 104943 122288 17345 176 16925 239 05 2
mProject 227 fargate 40390 98352 124279 25927 129 25491 243 05 2
mProject 223 fargate 60591 115444 130051 14607 221 14210 171 05 2
mProject 14 fargate 50423 104862 131101 26239 172 25749 254 05 2
mProject 16 fargate 50427 104430 130559 26129 187 25708 229 05 2
mProject 15 fargate 50425 104571 130071 25500 176 25045 275 05 2
mProject 17 fargate 50429 105548 131102 25554 190 25122 239 05 2
mProject 3278 fargate 50444 104231 130231 26000 169 25556 271 05 2
mProject 133 fargate 50592 105103 131512 26409 218 25975 211 05 2
mProject 218 fargate 60573 115433 136593 21160 170 20766 221 05 2
mProject 219 fargate 60577 114552 135584 21032 210 20595 223 05 2
mProject 215 fargate 60436 114332 140146 25814 223 25165 421 05 2
mProject 3354 fargate 60596 115441 136496 21055 183 20632 236 05 2
mProject 220 fargate 60581 114754 140614 25860 203 25457 196 05 2
mProject 3355 fargate 60598 115048 141359 26311 214 25685 408 05 2
mProject 147 fargate 60430 114343 139414 25071 174 24703 189 05 2
mProject 222 fargate 70590 125260 144924 19664 181 19286 193 05 2
mProject 3257 fargate 70508 124766 144412 19646 174 19249 219 05 2
mProject 216 fargate 60564 114943 140972 26029 194 25600 231 05 2
mProject 217 fargate 60569 114230 140261 26031 259 25529 240 05 2
mProject 1854 fargate 70606 120534 146510 25976 196 25513 261 05 2
mProject 93 fargate 70572 125586 146910 21324 189 20917 214 05 2
mProject 1769 fargate 70906 125649 147050 21401 253 20938 207 05 2
mProject 1843 fargate 80989 135126 149951 14825 127 14407 230 05 2
mProject 138 fargate 70819 124650 150758 26108 197 25614 292 05 2
mProject 1768 fargate 70889 124797 146205 21408 169 21028 207 05 2
mProject 231 fargate 40404 126063 151896 25833 173 25429 228 05 2
mProject 1842 fargate 80987 136467 151319 14852 205 14502 140 05 2
mProject 221 fargate 70585 125385 151270 25885 193 25417 270 05 2
mProject 1770 fargate 70909 125619 151866 26247 173 25834 236 05 2
mProject 3330 fargate 70934 125180 151143 25963 169 25536 253 05 2
mProject 91 fargate 80540 134489 155868 21379 233 20855 287 05 2
mProject 3437 fargate 91120 139429 159415 19986 197 19578 207 05 2
mProject 3438 fargate 91124 145444 159905 14461 187 14102 169 05 2
mProject 1693 fargate 80629 134556 160728 26172 187 25721 260 05 2
mProject 1695 fargate 80639 134643 160771 26128 131 25767 227 05 2
mProject 1694 fargate 80636 136067 162271 26204 176 25800 224 05 2
mProject 1696 fargate 80641 135335 161654 26319 189 25898 229 05 2
mProject 1844 fargate 80991 135144 161477 26333 184 25901 244 05 2
mProject 1840 fargate 80983 135801 162006 26205 167 25813 220 05 2
mProject 1841 fargate 80985 135660 162122 26462 187 25997 274 05 2
mProject 3436 fargate 91115 144581 170621 26040 204 25581 251 05 2
mProject 3258 fargate 91053 145320 171269 25949 178 25514 250 05 2
mProject 1622 fargate 90643 144763 170927 26164 190 25711 259 05 2
mProject 1623 fargate 90710 144434 170611 26177 189 25731 253 05 2
mProject 77 fargate 90574 144834 170375 25541 180 25117 240 05 2
mProject 3456 fargate 90754 145552 171398 25846 200 25388 253 05 2
mProject 3455 fargate 90750 146636 173009 26373 675 25410 284 05 2
mProject 3435 fargate 91010 147387 173552 26165 179 25715 268 05 2
mProject 3320 fargate 102102 152767 173535 20768 183 20405 176 05 2
mProject 214 fargate 105834 163267 180722 17455 243 16981 227 05 2
mProject 1625 fargate 100735 154418 180586 26168 183 25728 254 05 2
mProject 1657 fargate 100643 155235 181151 25916 121 25491 240 05 2
mProject 186 fargate 100578 155155 181348 26193 179 25813 196 05 2
mProject 200 fargate 101565 153313 179545 26232 192 25808 227 05 2
mProject 240 fargate 105650 158965 185347 26382 192 25988 196 05 2
mProject 183 fargate 101970 157883 183956 26073 238 25575 254 05 2
mProject 3321 fargate 102354 157680 183974 26294 243 25781 266 05 2
mProject 201 fargate 105605 160557 186506 25949 176 25512 257 05 2
mProject 3405 fargate 110683 163287 189408 26121 197 25700 219 05 2
mProject 3417 fargate 110760 166154 191990 25836 175 25421 236 05 2
mProject 3311 fargate 115238 171007 190302 19295 183 18904 203 05 2
mProject 182 fargate 110581 165942 192210 26268 182 25835 248 05 2
mProject 158 fargate 120790 175382 192916 17534 179 17197 154 05 2
mProject 1777 fargate 115715 169889 195795 25906 199 25426 274 05 2
mProject 3323 fargate 115232 168645 194146 25501 122 25088 227 05 2
mProject 131 fargate 110743 167379 193521 26142 238 25656 244 05 2
mProject 3310 fargate 111277 168684 194699 26015 121 25588 235 05 2
mProject 241 fargate 114181 169826 195297 25471 255 25016 195 05 2
mProject 3260 fargate 120772 175438 196762 21324 170 20923 226 05 2
mProject 3322 fargate 115239 171219 197276 26057 129 25664 259 05 2
mProject 1626 fargate 120726 175620 201796 26176 203 25728 241 05 2
mProject 3404 fargate 120586 174693 200843 26150 188 25611 346 05 2
mProject 3306 fargate 125130 179341 200495 21154 181 20787 182 05 2
mProject 3304 fargate 131347 187178 205066 17888 132 17493 200 05 2
mProject 1747 fargate 125200 177652 203968 26316 185 25895 232 05 2
mProject 1748 fargate 121285 179318 205661 26343 180 25903 254 05 2
mDiffFit 1139 fargate 150740 204560 205391 831 767 14 45 05 2
mProject 3248 fargate 130596 185292 211020 25728 178 25307 238 05 2
mProject 3462 fargate 130727 186115 212177 26062 189 25627 243 05 2
mProject 1838 fargate 130790 185752 211975 26223 221 25760 239 05 2
mProject 132 fargate 124993 181714 207636 25922 206 25491 221 05 2
mProject 3307 fargate 127959 184519 210071 25552 171 25152 225 05 2
mProject 37 fargate 128728 184988 211041 26053 177 25631 241 05 2
mProject 95 fargate 135147 194488 215424 20936 179 20526 226 05 2
mDiffFit 3954 fargate 150816 212722 213505 783 694 19 66 05 2
mProject 18 fargate 130774 187972 214323 26351 181 25908 259 05 2
mProject 210 fargate 131271 188305 214443 26138 181 25701 250 05 2
mProject 1786 fargate 135141 193855 219758 25903 194 25432 272 05 2
mProject 1853 fargate 135005 193751 219610 25859 178 25426 251 05 2
mProject 3299 fargate 143990 200516 218040 17524 193 17120 206 05 2
mProject 3393 fargate 144994 194303 220175 25872 190 25412 265 05 2
mProject 11 fargate 140736 195368 221501 26133 180 25729 221 05 2
mProject 3369 fargate 140674 196368 222419 26051 180 25623 245 05 2
mProject 1753 fargate 140828 195302 221396 26094 177 25655 256 05 2
mProject 1752 fargate 140826 195517 221732 26215 175 25806 230 05 2
mProject 3420 fargate 144695 198467 224291 25824 195 25385 240 05 2
mProject 3406 fargate 145144 200633 226933 26300 243 25783 269 05 2
mProject 3392 fargate 144719 200480 226009 25529 162 25062 301 05 2
mProject 149 fargate 150866 206154 225885 19731 194 19220 312 05 2
mProject 3445 fargate 134325 202971 228789 25818 202 25388 221 05 2
mProject 3256 fargate 156114 211508 230557 19049 118 18710 218 05 2
mProject 1676 fargate 151534 206397 232650 26253 289 25716 242 05 2
mProject 3293 fargate 155691 208588 234469 25881 221 25383 273 05 2
mDiffFit 258 fargate 178513 233650 234451 801 632 14 95 05 2
mProject 3416 fargate 155119 211766 237757 25991 188 25595 204 05 2
mProject 1721 fargate 160677 215573 241926 26353 237 25862 249 05 2
mProject 3442 fargate 164575 220711 240051 19340 163 18960 213 05 2
mDiffFit 281 fargate 188183 239088 239816 728 606 12 105 05 2
mProject 1725 fargate 150675 216152 242411 26259 178 25814 263 05 2
mProject 1617 fargate 169264 223626 243168 19542 174 19133 231 05 2
mProject 3326 fargate 170884 221640 247129 25489 183 25105 198 05 2
mProject 39 fargate 143921 222804 248931 26127 202 25690 232 05 2
mProject 57 fargate 160816 227179 248426 21247 195 20816 232 05 2
