task id resource request_start request_end request_duration start end time downloaded executed uploaded type
mProject 54 lambda-2048 23 50052 50029 1615279303936 1615279328664 24728 268 24184 276 lambda-2048
mProject 51 lambda-2048 22 50514 50492 1615279303911 1615279329087 25176 237 24775 164 lambda-2048
mProject 69 lambda-2048 29 50769 50740 1615279304136 1615279329406 25270 236 24851 183 lambda-2048
mProject 52 lambda-2048 22 51070 51048 1615279303918 1615279329591 25673 292 25104 277 lambda-2048
mProject 55 lambda-2048 23 51201 51178 1615279303963 1615279329837 25874 195 25429 250 lambda-2048
mProject 580 lambda-2048 33 51472 51439 1615279304316 1615279330007 25691 219 25284 188 lambda-2048
mProject 71 lambda-2048 29 51474 51445 1615279304170 1615279330104 25934 226 25387 321 lambda-2048
mProject 587 lambda-2048 35 51889 51854 1615279304479 1615279330415 25936 165 25569 202 lambda-2048
mProject 585 lambda-2048 34 51891 51857 1615279304435 1615279330418 25983 182 25598 203 lambda-2048
mProject 78 lambda-2048 32 51900 51868 1615279304285 1615279330536 26251 168 25859 224 lambda-2048
mProject 582 lambda-2048 33 52070 52037 1615279304336 1615279330707 26371 190 25974 207 lambda-2048
mProject 589 lambda-2048 35 52129 52094 1615279304489 1615279330768 26279 170 25901 208 lambda-2048
mProject 59 lambda-2048 25 52242 52217 1615279303956 1615279330879 26923 268 26473 182 lambda-2048
mProject 591 lambda-2048 36 52264 52228 1615279304510 1615279330902 26392 189 26030 173 lambda-2048
mProject 586 lambda-2048 34 52266 52232 1615279304434 1615279330904 26470 163 26115 192 lambda-2048
mProject 592 lambda-2048 36 52440 52404 1615279304502 1615279331079 26577 169 26229 179 lambda-2048
mProject 67 lambda-2048 28 52475 52447 1615279304136 1615279331111 26975 184 26516 275 lambda-2048
mProject 597 lambda-2048 37 52476 52439 1615279305446 1615279331114 25668 172 25285 211 lambda-2048
mProject 584 lambda-2048 34 52501 52467 1615279304397 1615279331139 26742 163 26387 192 lambda-2048
mProject 72 lambda-2048 30 52752 52722 1615279304198 1615279331306 27108 172 26774 162 lambda-2048
mProject 68 lambda-2048 28 52760 52732 1615279304134 1615279331319 27185 218 26784 183 lambda-2048
mProject 56 lambda-2048 24 52761 52737 1615279303967 1615279331323 27356 191 26970 195 lambda-2048
