task id resource request_start request_end request_duration start end time downloaded executed uploaded type
ellipsoids-openmp 202 lambda-128 13379 133323 119944 1615849066230 1615849096385 30155 98 29880 177 lambda-128
ellipsoids-openmp 117 lambda-128 13318 133820 120502 1615849027964 1615849059742 31778 761 30701 316 lambda-128
ellipsoids-openmp 97 lambda-128 13295 134106 120811 1615849040161 1615849079646 39485 779 38402 304 lambda-128
ellipsoids-openmp 111 lambda-128 13314 133860 120546 1615849027958 1615849064661 36703 759 35641 303 lambda-128
ellipsoids-openmp 128 lambda-128 13327 134403 121076 1615849024996 1615849061776 36780 759 35721 300 lambda-128
ellipsoids-openmp 209 lambda-128 13417 134174 120757 1615849064380 1615849095102 30722 779 29660 283 lambda-128
ellipsoids-openmp 138 lambda-128 13333 135030 121697 1615849048957 1615849085707 36750 119 36420 211 lambda-128
ellipsoids-openmp 120 lambda-128 13320 134951 121631 1615849038463 1615849070086 31623 739 30619 265 lambda-128
ellipsoids-openmp 91 lambda-128 13290 144237 130947 1615849038214 1615849077895 39681 779 38621 281 lambda-128
ellipsoids-openmp 34 lambda-128 13223 158350 145127 1615849043527 1615849082094 38567 98 38241 228 lambda-128
ellipsoids-openmp 124 lambda-128 13324 158127 144803 1615849045630 1615849076854 31224 759 30201 264 lambda-128
ellipsoids-openmp 253 lambda-128 13450 158388 144938 1615849082575 1615849120145 37570 93 37241 236 lambda-128
