task id resource request_start request_end request_duration start end time downloaded executed uploaded type
mProject 71 lambda-2048 20 65495 65475 1615250661058 1615250700853 39795 188 39410 197 lambda-2048
mProject 594 lambda-2048 24 66310 66286 1615250661473 1615250701591 40118 265 39531 322 lambda-2048
mProject 582 lambda-2048 22 67026 67004 1615250661303 1615250702365 41062 183 40665 214 lambda-2048
mProject 50 lambda-2048 15 67029 67014 1615250660749 1615250702462 41713 185 41283 245 lambda-2048
mProject 76 lambda-2048 21 67030 67009 1615250661175 1615250702470 41295 175 40924 196 lambda-2048
mProject 58 lambda-2048 16 67071 67055 1615250660837 1615250702544 41707 239 41229 239 lambda-2048
mProject 57 lambda-2048 16 67100 67084 1615250660823 1615250702575 41752 178 41391 183 lambda-2048
mProject 587 lambda-2048 23 67102 67079 1615250661391 1615250702578 41187 160 40797 230 lambda-2048
mProject 72 lambda-2048 20 67436 67416 1615250661108 1615250702789 41681 184 41295 202 lambda-2048
mProject 69 lambda-2048 19 67439 67420 1615250661019 1615250702842 41823 206 41430 187 lambda-2048
mProject 590 lambda-2048 23 67536 67513 1615250661427 1615250703011 41584 157 41255 172 lambda-2048
mProject 591 lambda-2048 24 67563 67539 1615250661472 1615250703039 41567 182 41193 192 lambda-2048
mProject 583 lambda-2048 22 67598 67576 1615250661334 1615250703074 41740 162 41399 179 lambda-2048
mProject 585 lambda-2048 22 67948 67926 1615250661369 1615250703270 41901 161 41513 227 lambda-2048
mProject 79 lambda-2048 21 67951 67930 1615250661230 1615250703324 42094 173 41743 178 lambda-2048
mProject 593 lambda-2048 24 67952 67928 1615250661479 1615250703356 41877 176 41433 268 lambda-2048
mProject 80 lambda-2048 21 68460 68439 1615250661273 1615250703770 42497 169 42114 214 lambda-2048
mProject 586 lambda-2048 23 68462 68439 1615250661381 1615250703787 42406 162 42077 167 lambda-2048
mProject 75 lambda-2048 20 68463 68443 1615250661143 1615250703867 42724 299 42149 276 lambda-2048
mProject 597 lambda-2048 25 68464 68439 1615250661544 1615250703884 42340 143 42054 143 lambda-2048
mProject 78 lambda-2048 21 68464 68443 1615250661209 1615250703898 42689 170 42278 241 lambda-2048
mProject 581 lambda-2048 22 68479 68457 1615250661307 1615250703951 42644 166 41707 771 lambda-2048
mProject 64 lambda-2048 17 68609 68592 1615250660922 1615250704085 43163 153 42752 258 lambda-2048
mProject 596 lambda-2048 24 68622 68598 1615250661520 1615250704096 42576 243 42162 171 lambda-2048
mProject 60 lambda-2048 17 68732 68715 1615250660860 1615250704208 43348 281 42866 201 lambda-2048
mProject 67 lambda-2048 18 68754 68736 1615250660970 1615250704226 43256 174 42889 193 lambda-2048
mProject 70 lambda-2048 19 68794 68775 1615250661048 1615250704271 43223 225 42774 224 lambda-2048
mProject 580 lambda-2048 21 69177 69156 1615250661268 1615250704481 43213 164 42835 214 lambda-2048
mProject 588 lambda-2048 23 69179 69156 1615250661387 1615250704498 43111 214 42700 197 lambda-2048
mProject 589 lambda-2048 23 69181 69158 1615250661417 1615250704590 43173 173 42800 200 lambda-2048
mProject 592 lambda-2048 24 69689 69665 1615250661468 1615250704970 43502 193 43087 222 lambda-2048
mProject 595 lambda-2048 24 69691 69667 1615250661505 1615250705014 43509 158 43096 255 lambda-2048
mProject 584 lambda-2048 22 69693 69671 1615250661318 1615250705067 43749 166 39463 4120 lambda-2048
mProject 598 lambda-2048 25 70100 70075 1615250662635 1615250705401 42766 302 42234 230 lambda-2048
mProject 66 lambda-2048 18 70508 70490 1615250660999 1615250705835 44836 185 44456 195 lambda-2048
